AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
496;496;Mourenx;1;11;4;Petite;3670;0;3670;-763;8894;8131;52772404;0;3670;0;0;0;0;154.07674056311703;-8.57881718012143;0.45135899643340305;-4.809960681520314;6.954392299429831e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
497;497;Soustons;1;11;2;Petite;127626;98;127724;863;8359;9222;124861692;7206;120419;0;98;0;1;73.8577209093082;10.324201459504726;13.839297332465842;147.8864426419467;0.0010229238283908566;5.6418527449813665;94.28063637217751;0.0;0.07672794463060975;0.0;0.0007829382105164261;Peu dense, Forte conso, Croissance modérée
498;498;Craon;1;11;9;Petite;123057;1607;124664;-116;8725;8609;158822797;14628;56953;51476;1607;0;0;54.20506478046725;-1.329512893982808;14.29399465675456;-1060.8362068965516;0.0007849251011490498;11.733940832958993;45.685201822498875;41.29179233780402;1.289065006738112;0.0;0.0;Peu dense, Forte conso, Croissance modérée
499;499;Égletons;1;11;14;Petite;61203;356;61559;-165;8831;8666;353063870;4198;52492;574;356;0;3939;24.545134000825403;-1.8684180726984487;7.062427879067621;-370.92727272727274;0.00017435655480692487;6.819474000552315;85.27104079013628;0.9324387985509837;0.5783069900420734;0.0;6.398739420718336;Peu dense, Forte conso, Croissance modérée
500;500;Poligny;1;11;22;Petite;49766;120;49886;-175;8789;8614;209972020;15167;32589;0;120;0;2010;41.02451364710403;-1.991125270224144;5.777339215231019;-284.37714285714287;0.0002375840361968228;30.403319568616443;65.32694543559316;0.0;0.24054845046706494;0.0;4.029186545323337;Dense, Faible conso, Croissance modérée
501;501;Bouzonville;1;11;12;Petite;52493;127;52620;-272;8773;8501;91550346;16496;35997;0;127;0;0;92.85601170748168;-3.100421748546677;6.174920597576755;-192.9889705882353;0.0005747657141568858;31.349296845305968;68.40935005701255;0.0;0.24135309768148994;0.0;0.0;Dense, Faible conso, Croissance modérée
502;502;Saint-Palais;1;11;25;Petite;155078;10494;165572;306;8537;8843;272981168;11678;131936;2749;10494;0;8715;32.39417599678524;3.584397329272578;17.5368087753025;506.7908496732026;0.0006065326821372527;7.053124924504144;79.68497088879762;1.6603048824680504;6.338028169014084;0.0;5.263571135216099;Peu dense, Forte conso, Croissance modérée
503;503;Le Cheylard;1;11;20;Petite;52525;5461;57986;-376;8790;8414;301480650;5963;23010;1273;5461;0;22279;27.90892218124115;-4.277588168373151;6.242571903969575;-139.69414893617022;0.0001923373855005288;10.283516710930224;39.68199220501501;2.195357500086228;9.417790501155451;0.0;38.421343082813095;Dense, Faible conso, Croissance modérée
504;504;Saint-Chamas;1;11;1;Petite;3036;134;3170;431;8186;8617;26806428;0;3036;0;134;0;0;321.4527500642756;5.265086733447349;0.35232679586863175;7.044083526682135;0.00011825521848714793;0.0;95.77287066246056;0.0;4.2271293375394325;0.0;0.0;Dense, Faible conso, Croissance modérée
505;505;Lagnieu;1;11;3;Petite;15764;0;15764;274;8328;8602;49769753;0;15764;0;0;0;0;172.83589894448542;3.2901056676272815;1.8325970704487329;57.53284671532847;0.0003167385620740372;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
506;506;Gramat;1;11;18;Petite;56317;945;57262;-173;8700;8527;307920365;6238;50079;0;945;0;0;27.69222490366949;-1.988505747126437;6.60455025214026;-325.53179190751445;0.0001859636662875481;10.893786455240823;87.45590443924418;0.0;1.650309105515001;0.0;0.0;Dense, Faible conso, Croissance modérée
507;507;Condé-en-Normandie;1;11;7;Petite;146686;312;146998;-799;8931;8132;106208535;5407;139853;1426;312;0;0;76.5663512824087;-8.946366588287985;18.038121003443187;-183.58698372966208;0.001384050726243423;3.67828133716105;95.13938965155988;0.9700812255949061;0.21224778568415897;0.0;0.0;Peu dense, Forte conso, Croissance modérée
508;508;Farébersviller;1;11;3;Petite;10787;5680;16467;-268;8560;8292;18594864;0;10787;0;5680;0;0;445.9295857178627;-3.1308411214953273;1.3008924264351183;-40.25;0.0008855671114346413;0.0;65.50677111799357;0.0;34.49322888200644;0.0;0.0;Dense, Faible conso, Croissance modérée
509;509;Baccarat;1;11;13;Petite;16131;0;16131;-328;8593;8265;128284048;1000;15131;0;0;0;0;64.42734017872588;-3.817060397998371;1.9517241379310344;-49.17987804878049;0.00012574439496951327;6.199243692269543;93.80075630773047;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
510;510;Valgelon-La Rochette;1;11;13;Petite;29100;301;29401;101;8419;8520;107692915;0;29100;0;301;0;0;79.11383956874043;1.199667418933365;3.415492957746479;288.1188118811881;0.000273007746145603;0.0;98.97622529845923;0.0;1.0237747015407639;0.0;0.0;Dense, Faible conso, Croissance modérée
511;511;Bellac;1;11;11;Petite;9039;0;9039;-823;8983;8160;300769068;0;8851;188;0;0;0;27.130449464969583;-9.161749972169654;1.107720588235294;-10.982989064398542;3.0052957440424028e-05;0.0;97.9201239075119;2.079876092488107;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
512;512;Port-Saint-Louis-du-Rhône;1;11;1;Petite;4773;0;4773;-291;8661;8370;82264131;0;4773;0;0;0;0;101.74543751030446;-3.3598891582958093;0.5702508960573477;-16.4020618556701;5.802042690999799e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
513;513;La Flotte;1;11;4;Petite;9288;78;9366;-311;8817;8506;37957107;0;9288;0;78;0;0;224.09505550567908;-3.5272768515368034;1.0919351046320245;-29.864951768488744;0.00024675220901318955;0.0;99.16720051249199;0.0;0.8327994875080076;0.0;0.0;Dense, Faible conso, Croissance modérée
514;514;Bourbon-Lancy;1;11;12;Petite;22487;159;22646;-670;8756;8086;339884200;0;22487;0;159;0;0;23.790455690496938;-7.651895842850617;2.7809794706900814;-33.56268656716418;6.662857526180976e-05;0.0;99.29788925196503;0.0;0.7021107480349731;0.0;0.0;Dense, Faible conso, Croissance modérée
515;515;Mauriac;1;11;16;Petite;39349;236;39585;-256;8460;8204;328366282;10129;28020;0;236;0;1200;24.98429482476523;-3.0260047281323876;4.796318868844466;-153.70703125;0.00012055135429526227;25.58797524314766;70.78438802576733;0.0;0.5961854237716306;0.0;3.031451307313376;Dense, Faible conso, Croissance modérée
516;516;Château-Arnoux-Saint-Auban;1;11;4;Petite;4851;0;4851;-187;8445;8258;84118372;0;4851;0;0;0;0;98.17118191493293;-2.2143280047365304;0.5874303705497699;-25.941176470588236;5.7668733769597916e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
517;517;Bitche;1;11;10;Petite;1891;0;1891;-330;8462;8132;149683242;1391;500;0;0;0;0;54.3280589820469;-3.8997872843299453;0.23253812100344318;-5.7303030303030305;1.263334475344942e-05;73.55896351136964;26.441036488630353;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
518;518;Argelès-Gazost;1;11;19;Petite;31283;11392;42675;-175;8413;8238;175163921;0;31283;0;11392;0;0;47.03023289824621;-2.0801141091168427;3.7974022821073077;-178.76;0.00024362893771942912;0.0;73.30521382542472;0.0;26.69478617457528;0.0;0.0;Dense, Faible conso, Croissance modérée
519;519;Casteljaloux;1;11;14;Petite;25346;0;25346;-209;8352;8143;404302866;0;25253;93;0;0;0;20.14084164320517;-2.5023946360153255;3.112612059437554;-121.27272727272727;6.269062658586248e-05;0.0;99.63307819774323;0.36692180225676635;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
520;520;Le Pont-de-Beauvoisin;1;11;4;Petite;60332;5223;65555;129;8103;8232;34355911;0;60332;0;5223;0;0;239.60942266965355;1.5920029618659755;7.328960155490767;467.68992248062017;0.0019081141524670965;0.0;92.0326443444436;0.0;7.967355655556403;0.0;0.0;Dense, Faible conso, Croissance modérée
521;521;Souillac;1;11;11;Petite;19824;1699;21523;-195;8541;8346;188762354;1957;16271;0;1699;0;1596;44.214324642296;-2.28310502283105;2.375269590222861;-101.66153846153846;0.00011402167616536504;9.092598615434651;75.59819727733122;0.0;7.893880964549552;0.0;7.41532314268457;Dense, Faible conso, Croissance modérée
522;522;Forcalquier;1;11;7;Petite;18413;0;18413;351;7917;8268;184203732;0;11138;7275;0;0;0;44.88508408722142;4.433497536945813;2.2270198355104016;52.458689458689456;9.99599725807944e-05;0.0;60.48987128659099;39.510128713409;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
523;523;Saint-Jean-Pied-de-Port;1;11;22;Petite;127932;10265;138197;-30;7942;7912;362117261;22577;73171;2355;10265;0;29829;21.849276055360423;-0.3777386048854193;16.169362992922142;-4264.4;0.0003816360468936608;16.33682352004747;52.9468801782962;1.704089090211799;7.427802340137629;0.0;21.5844048713069;Peu dense, Forte conso, Croissance modérée
524;524;Châtillon-sur-Chalaronne;1;11;5;Petite;34363;736;35099;67;8100;8167;77012707;2182;32179;0;736;0;2;106.04743448376642;0.8271604938271605;4.207542549283703;512.8805970149253;0.0004557559572604038;6.216701330522237;91.68067466309581;0.0;2.0969258383429725;0.0;0.0056981680389754695;Dense, Faible conso, Croissance modérée
525;525;Saint-Méen-le-Grand;1;11;4;Petite;99922;19470;119392;-143;8080;7937;118528554;6227;93501;0;19470;0;194;66.96276746951625;-1.7698019801980196;12.58939145772962;-698.7552447552448;0.0010072847087968357;5.215592334494774;78.31429241490217;0.0;16.30762530152774;0.0;0.16248994907531492;Peu dense, Forte conso, Croissance modérée
526;526;Baud;1;11;2;Petite;36012;3319;39331;233;7857;8090;77566910;5464;30548;0;3319;0;0;104.29705141019541;2.9655084637902505;4.451421508034611;154.5579399141631;0.0005070590023503579;13.892349546159519;77.66901426355801;0.0;8.438636190282473;0.0;0.0;Dense, Faible conso, Croissance modérée
527;527;Dieuze;1;11;31;Petite;17664;0;17664;-736;8462;7726;290681600;2500;15164;0;0;0;0;26.57890970739118;-8.697707397778302;2.286305979808439;-24.0;6.0767520200797026e-05;14.153079710144928;85.84692028985508;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
528;528;Espalion;1;11;7;Petite;12149;0;12149;226;7966;8192;203776041;2510;9639;0;0;0;0;40.200996936632016;2.837057494350992;1.4830322265625;53.756637168141594;5.961937399696562e-05;20.660136636760225;79.33986336323977;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
529;529;Bagnères-de-Luchon;1;11;44;Petite;17264;1449;18713;-232;8040;7808;372946706;0;15364;1900;1449;0;0;20.93596718883475;-2.8855721393034823;2.2110655737704916;-74.41379310344827;5.0176069928876114e-05;0.0;82.10335061187409;10.153369315449153;7.743280072676749;0.0;0.0;Dense, Faible conso, Croissance modérée
530;530;Gannat;1;11;8;Petite;58005;8845;66850;-46;7880;7834;89789757;46624;11381;0;8845;0;0;87.24825928641282;-0.583756345177665;7.404263466938984;-1260.9782608695652;0.000744516994293681;69.74420344053853;17.024682124158563;0.0;13.231114435302919;0.0;0.0;Peu dense, Forte conso, Croissance modérée
531;531;Châteauneuf-du-Faou;1;11;5;Petite;28846;68;28914;-80;7859;7779;218054220;2010;26371;465;68;0;0;35.67461340578504;-1.0179412138948976;3.708188713202211;-360.575;0.00013260004782296808;6.951649719858892;91.20495261810888;1.608217472504669;0.2351801895275645;0.0;0.0;Dense, Faible conso, Croissance modérée
532;532;Chauffailles;1;11;9;Petite;49626;259;49885;-140;7803;7663;101488353;7268;42019;338;259;0;1;75.50620118941136;-1.7941817249775727;6.476053764844056;-354.4714285714286;0.0004915342354604967;14.569509872707226;84.2317329858675;0.6775583842838528;0.5191941465370352;0.0;0.0020046106043900974;Dense, Faible conso, Croissance modérée
533;533;Pontorson;1;11;5;Petite;25497;743;26240;-41;7737;7696;133858509;0;25497;0;743;0;0;57.49354342502052;-0.529921158071604;3.3130197505197505;-621.8780487804878;0.00019602788194809492;0.0;97.16844512195122;0.0;2.8315548780487805;0.0;0.0;Dense, Faible conso, Croissance modérée
534;534;Brienne-le-Château;1;11;30;Petite;14446;0;14446;-537;7952;7415;321903408;2772;11674;0;0;0;0;23.03486019632324;-6.753018108651912;1.9482130815913687;-26.901303538175046;4.487681596710526e-05;19.188702755087913;80.81129724491208;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
535;535;Brou;1;11;7;Petite;39213;105;39318;-352;7816;7464;187499881;8000;31213;0;105;0;0;39.8080252648267;-4.503582395087001;5.253617363344051;-111.40056818181819;0.0002096961330871458;20.346914899028434;79.38603184292181;0.0;0.26705325804974817;0.0;0.0;Dense, Faible conso, Croissance modérée
536;536;Saint-Vincent-de-Tyrosse;1;11;1;Petite;7899;609;8508;81;7717;7798;20855473;0;7899;0;609;0;0;373.90664790963984;1.0496306854995463;1.012952038984355;97.51851851851852;0.0004079504694043621;0.0;92.84203102961918;0.0;7.157968970380818;0.0;0.0;Dense, Faible conso, Croissance modérée
537;537;Sarre-Union;1;11;12;Petite;31387;80;31467;-251;7753;7502;126332677;12377;19010;0;80;0;0;59.38289426099947;-3.23745646846382;4.183817648627032;-125.04780876494024;0.00024908044970819385;39.333269774684595;60.4124956303429;0.0;0.2542345949725109;0.0;0.0;Dense, Faible conso, Croissance modérée
538;538;Pluvigner;1;11;1;Petite;21507;29;21536;263;7394;7657;83010218;0;21507;0;29;0;0;92.24165632235781;3.556938057884772;2.8088024030299072;81.77566539923954;0.0002594379405195635;0.0;99.86534175334324;0.0;0.13465824665676077;0.0;0.0;Dense, Faible conso, Croissance modérée
539;539;Argenton-sur-Creuse;1;11;7;Petite;27305;0;27305;-159;7579;7420;131871355;5130;22175;0;0;0;0;56.26695805165573;-2.097902097902098;3.679919137466307;-171.72955974842768;0.00020705785574130181;18.787767808093754;81.21223219190624;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
540;540;Propriano;1;11;13;Petite;90286;943;91229;165;7312;7477;239470571;0;80206;0;943;0;10080;31.223043269062067;2.2565645514223194;12.075163835763007;547.1878787878788;0.00038096121631580357;0.0;87.91721930526477;0.0;1.0336625415164038;0.0;11.049118153218823;Peu dense, Forte conso, Croissance modérée
541;541;Morhange;1;11;22;Petite;19957;0;19957;-275;7640;7365;175228791;261;19696;0;0;0;0;42.03076422526935;-3.599476439790576;2.7097080787508485;-72.5709090909091;0.00011389110137728451;1.3078117953600241;98.69218820463998;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
542;542;Thiviers;1;11;10;Petite;20233;0;20233;-135;7608;7473;200065656;1520;18713;0;0;0;0;37.35273784322083;-1.774447949526814;2.7074802622775325;-149.8740740740741;0.00010113180045254744;7.51247961251421;92.48752038748579;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
543;543;Eauze;1;11;12;Petite;85073;1248;86321;201;7321;7522;251350870;11907;69787;0;1248;0;3379;29.926293869601487;2.745526567408824;11.309890986439777;423.2487562189055;0.0003434282920922454;13.793862443669557;80.845912350413;0.0;1.4457663836146475;0.0;3.9144588223028;Peu dense, Forte conso, Croissance modérée
544;544;Machecoul-Saint-Même;1;11;1;Petite;6787;734;7521;311;7315;7626;85617732;3625;3162;0;734;0;0;89.07033416862758;4.251537935748462;0.8899816417519014;21.823151125401928;8.784395269895727e-05;48.198377875282546;42.04228161148784;0.0;9.759340513229624;0.0;0.0;Dense, Faible conso, Croissance modérée
545;545;Montmirail;1;11;19;Petite;2061;6;2067;-7;7470;7463;284698336;1200;861;0;6;0;0;26.213711343925805;-0.09370816599732262;0.2761624011791505;-294.42857142857144;7.260316407328774e-06;58.055152394775035;41.654571843251084;0.0;0.29027576197387517;0.0;0.0;Dense, Faible conso, Croissance modérée
546;546;Langeac;1;11;14;Petite;33959;0;33959;-523;7640;7117;266573559;0;33959;0;0;0;0;26.69807173186295;-6.845549738219896;4.771532949276381;-64.93116634799235;0.00012739072895072838;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
547;547;Fruges;1;11;22;Petite;25027;24;25051;-89;7459;7370;182216010;1860;6549;0;24;0;16618;40.44650083162286;-1.1931894355811772;3.3957937584803255;-281.2022471910112;0.00013747968688371565;7.424853299269491;26.14266895533112;0.0;0.0958045587002515;0.0;66.33667318669913;Dense, Faible conso, Croissance modérée
548;548;Saint-Mihiel;1;11;17;Petite;3476;0;3476;-265;7516;7251;238743305;505;1981;990;0;0;0;30.37153230328281;-3.5258116019159127;0.47938215418562957;-13.116981132075471;1.4559570581466148e-05;14.52819332566168;56.99079401611047;28.48101265822785;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
549;549;Cavalaire-sur-Mer;1;11;1;Petite;6458;0;6458;476;7166;7642;16937445;0;5731;727;0;0;0;451.1896569996242;6.642478370080938;0.845066736456425;13.567226890756302;0.0003812853709635662;0.0;88.74264478166614;11.25735521833385;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
550;550;Morzine;1;11;8;Petite;29652;665;30317;417;7159;7576;176484321;3129;26209;11;665;0;303;42.927326105076496;5.824835870931695;3.913938753959873;71.10791366906474;0.0001717829653547524;10.320942045716924;86.44984662070785;0.03628327341095755;2.1934888016624337;0.0;0.9994392585018306;Dense, Faible conso, Croissance modérée
551;551;Josselin;1;11;4;Petite;43329;4079;47408;-97;7313;7216;162956675;24;43304;0;4079;0;1;44.281708619791125;-1.3264050321345549;6.004573170731708;-446.69072164948454;0.00029092395263955893;0.05062436719541006;91.34323320958488;0.0;8.604033074586567;0.0;0.0021093486331420857;Dense, Faible conso, Croissance modérée
552;552;Charmes;1;11;10;Petite;14615;0;14615;18;7192;7210;99148257;4451;10164;0;0;0;0;72.71938224794008;0.25027808676307006;2.0270457697642166;811.9444444444445;0.00014740551616555399;30.455011973999312;69.54498802600068;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
553;553;Thizy-les-Bourgs;1;11;2;Petite;56442;1840;58282;-284;7435;7151;55891875;410;56032;0;1840;0;0;127.94346226531137;-3.8197713517148624;7.892882114389596;-198.7394366197183;0.0010427633712413477;0.703476201914828;96.13945986754058;0.0;3.1570639305445938;0.0;0.0;Peu dense, Forte conso, Croissance modérée
554;554;La Loupe;1;11;8;Petite;29435;7250;36685;-333;7451;7118;95047265;617;28818;0;7250;0;0;74.88905651309378;-4.469198765266407;4.13529081202585;-88.3933933933934;0.0003859658665612314;1.6818863295624913;78.55526782063514;0.0;19.76284584980237;0.0;0.0;Dense, Faible conso, Croissance modérée
555;555;Saint-Satur - Sancerre;1;11;14;Petite;34293;64;34357;-412;7400;6988;205210780;5147;28565;581;64;0;0;34.05279196346313;-5.5675675675675675;4.907412707498569;-83.23543689320388;0.0001674229784614629;14.980935471665163;83.14171784498065;1.6910673225252495;0.18627936082894317;0.0;0.0;Dense, Faible conso, Croissance modérée
556;556;Pleslin-Trigavou;1;11;2;Petite;24420;9496;33916;935;6888;7823;63840756;0;20375;0;9496;0;4045;122.53927569404097;13.574332171893147;3.121564617154544;26.11764705882353;0.0005312593729309847;0.0;60.07489090694658;0.0;27.998584738766365;0.0;11.926524354287062;Dense, Faible conso, Croissance modérée
557;557;Locminé;1;11;2;Petite;26445;4618;31063;423;6908;7331;36193761;0;26445;0;4618;0;0;202.5487210350977;6.1233352634626526;3.6072841358614105;62.5177304964539;0.0008582418389732971;0.0;85.13343849595982;0.0;14.866561504040178;0.0;0.0;Dense, Faible conso, Croissance modérée
558;558;Uzerche;1;11;8;Petite;30533;0;30533;-11;7123;7112;232920609;0;30533;0;0;0;0;30.53400912239586;-0.1544293134915064;4.293166479190101;-2775.7272727272725;0.00013108758443955467;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
559;559;Rouffach;1;11;2;Petite;12821;16889;29710;-323;6889;6566;60124261;0;7582;5239;16889;0;0;109.20716347765173;-4.688634054289447;1.9526347852573864;-39.693498452012385;0.0004941432876821555;0.0;25.52002692696062;17.63379333557725;56.84617973746213;0.0;0.0;Dense, Faible conso, Croissance modérée
560;560;Gaillon;1;11;1;Petite;0;0;0;-226;7059;6833;10363761;0;0;0;0;0;0;659.316632253484;-3.2015866270009914;0.0;-0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
561;561;Longué-Jumelles;1;11;2;Petite;22389;0;22389;-70;6951;6881;101730948;12902;9487;0;0;0;0;67.6392006098282;-1.0070493454179255;3.2537421886353726;-319.84285714285716;0.0002200805206297694;57.62651301978651;42.3734869802135;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
562;562;Vervins;1;11;21;Petite;2533;0;2533;-148;6991;6843;178256667;419;2114;0;0;0;0;38.38846599774021;-2.1170075811757973;0.3701592868624872;-17.114864864864863;1.4209847197468357e-05;16.54165021713383;83.45834978286616;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
563;563;La Charité-sur-Loire;1;11;4;Petite;21297;0;21297;-445;7039;6594;103535070;0;21297;0;0;0;0;63.68856465736682;-6.321920727376047;3.22975432211101;-47.858426966292136;0.00020569841697117702;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
564;564;Barcelonnette;1;11;11;Petite;4872;512;5384;-310;6989;6679;888174950;2318;2554;0;512;0;0;7.519914854612821;-4.435541565316926;0.7294505165443929;-15.716129032258065;6.061868779343529e-06;43.053491827637444;47.43684992570579;0.0;9.50965824665676;0.0;0.0;Dense, Faible conso, Croissance modérée
565;565;Amplepuis;1;11;3;Petite;8169;679;8848;-55;6802;6747;77256885;0;8169;0;679;0;0;87.33202225277398;-0.8085857100852691;1.210760337927968;-148.52727272727273;0.00011452700946977088;0.0;92.32594936708861;0.0;7.674050632911393;0.0;0.0;Dense, Faible conso, Croissance modérée
566;566;Amélie-les-Bains-Palalda;1;11;6;Petite;7349;0;7349;137;6900;7037;156102632;0;7349;0;0;0;0;45.079316792044864;1.9855072463768115;1.044337075458292;53.64233576642336;4.7078001862262005e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
567;567;Quiberon;1;11;2;Petite;6326;19;6345;-260;7064;6804;16821343;0;6326;0;19;0;0;404.48613407383704;-3.680634201585504;0.9297472075249853;-24.33076923076923;0.00037719937106091945;0.0;99.70055161544524;0.0;0.2994483845547675;0.0;0.0;Dense, Faible conso, Croissance modérée
568;568;Blancs-Coteaux;1;11;11;Petite;63174;12;63186;-342;6912;6570;203204276;48710;14464;0;12;0;0;32.33199679321709;-4.947916666666666;9.61552511415525;-184.71929824561403;0.00031094818103138733;77.08986167821986;22.89114677301934;0.0;0.018991548760801443;0.0;0.0;Peu dense, Forte conso, Croissance modérée
569;569;Montoire-sur-le-Loir;1;11;11;Petite;33177;3842;37019;-266;6814;6548;179461843;6146;26302;0;3842;0;729;36.48686478718488;-3.903727619606692;5.066737935247404;-124.72556390977444;0.00020627783255296224;16.602285312947405;71.05000135065777;0.0;10.37845430724763;0.0;1.9692590291471948;Dense, Faible conso, Croissance modérée
570;570;Marckolsheim;1;11;4;Petite;57560;6307;63867;155;6605;6760;62685359;49574;7986;0;6307;0;0;107.84017365203253;2.34670704012112;8.514792899408285;371.35483870967744;0.0010188503506855565;77.62068047661546;12.504110103809479;0.0;9.875209419575054;0.0;0.0;Peu dense, Forte conso, Croissance modérée
571;571;Bohain-en-Vermandois;1;11;3;Petite;0;0;0;-26;6665;6639;48878264;0;0;0;0;0;0;135.82724623771418;-0.3900975243810953;0.0;-0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
572;572;Plateau d'Hauteville;1;11;6;Petite;13539;0;13539;-294;6825;6531;200860558;0;13539;0;0;0;0;32.51509437706531;-4.3076923076923075;2.073036288470372;-46.05102040816327;6.740497056669533e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
573;573;Carignan;1;11;12;Petite;1037;0;1037;-336;6677;6341;102745803;0;1037;0;0;0;0;61.715416249167866;-5.032200089860716;0.16353887399463807;-3.0863095238095237;1.0092869681499302e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
574;574;Saint-Calais;1;11;10;Petite;11896;42313;54209;-409;6699;6290;209166516;2158;9738;0;42313;0;0;30.071734808644038;-6.105388864009554;1.891255961844197;-29.08557457212714;0.00025916672054718357;3.9808887823055215;17.96380674795698;0.0;78.0553044697375;0.0;0.0;Dense, Faible conso, Croissance modérée
575;575;Pons;1;11;8;Petite;32025;86;32111;46;6402;6448;95624428;0;32025;0;86;0;0;67.43046870826772;0.718525460793502;4.966656327543424;696.195652173913;0.00033580331586401753;0.0;99.7321790040796;0.0;0.2678209959204011;0.0;0.0;Dense, Faible conso, Croissance modérée
576;576;Blangy-sur-Bresle;1;11;8;Petite;20172;153;20325;-264;6528;6264;67965119;0;20172;0;153;0;0;92.16492359853001;-4.044117647058823;3.2203065134099615;-76.4090909090909;0.0002990504585153452;0.0;99.24723247232473;0.0;0.7527675276752768;0.0;0.0;Dense, Faible conso, Croissance modérée
577;577;Beuzeville;1;11;5;Petite;63099;1495;64594;373;6174;6547;56148236;29451;33148;500;1495;0;0;116.60206030337267;6.041464204729511;9.63784939667023;169.1662198391421;0.0011504190443311522;45.594018020249564;51.31745982599003;0.7740657026968449;2.3144564510635663;0.0;0.0;Peu dense, Forte conso, Croissance modérée
578;578;Carnac;1;11;2;Petite;17553;6;17559;121;6350;6471;52331457;0;17553;0;6;0;0;123.65411496186701;1.9055118110236218;2.7125637459434397;145.06611570247935;0.0003355343230745515;0.0;99.96582948915086;0.0;0.03417051084913719;0.0;0.0;Dense, Faible conso, Croissance modérée
579;579;Arbois;1;11;16;Petite;18325;1655;19980;-190;6498;6308;149224893;7443;6658;4224;1655;0;0;42.271767619897034;-2.923976608187134;2.9050412175015854;-96.44736842105263;0.00013389187017208984;37.252252252252255;33.32332332332332;21.14114114114114;8.283283283283284;0.0;0.0;Dense, Faible conso, Croissance modérée
580;580;Les Abrets en Dauphiné;1;11;1;Petite;28910;327;29237;-1;6440;6439;27585744;7099;21811;0;327;0;0;233.41766674844806;-0.015527950310559006;4.489827612983382;-28910.0;0.0010598590344345978;24.280876970961454;74.6006772240654;0.0;1.1184458049731505;0.0;0.0;Dense, Faible conso, Croissance modérée
581;581;Nonancourt - Saint-Lubin-des-Joncherets;1;11;2;Petite;0;0;0;-78;6379;6301;21753447;0;0;0;0;0;0;289.6552440631593;-1.2227621884307884;0.0;-0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
582;582;Charolles;1;11;12;Petite;65965;1915;67880;48;6241;6289;198758348;16739;48675;551;1915;0;0;31.641438275588804;0.7691075148213428;10.488948958498966;1374.2708333333333;0.0003415202464854457;24.659693576900413;71.70742486741308;0.8117265763111373;2.8211549793753683;0.0;0.0;Peu dense, Forte conso, Croissance modérée
583;583;Lectoure;1;11;13;Petite;31446;0;31446;-58;6305;6247;244106900;4279;27167;0;0;0;0;25.59124711345726;-0.9199048374306107;5.0337762125820396;-542.1724137931035;0.00012882061097002994;13.60745404820963;86.39254595179037;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
584;584;Revin;1;11;1;Petite;11435;0;11435;-761;6586;5825;38742224;0;11435;0;0;0;0;150.35275207742333;-11.5548132402065;1.9630901287553648;-15.026281208935611;0.0002951560034343924;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
