AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
137;137;Manosque;2;21;30;Moyenne;157630;9602;167232;2705;66687;69392;912668081;27202;130082;0;9602;0;346;76.03202242371397;4.056262839833851;2.2715875028821766;58.2735674676525;0.00018323419376819425;16.266025641025642;77.78535208572522;0.0;5.741724071947953;0.0;0.20689820130118639;Dense, Faible conso, Croissance modérée
138;138;Vesoul;2;21;158;Moyenne;306571;5950;312521;-1158;68128;66970;1483453670;100063;200198;3013;5950;0;3297;45.14465220878789;-1.6997416627524657;4.577736299835747;-264.74179620034545;0.00021067122372618485;32.018008389836204;64.05905523148844;0.9640952128016997;1.9038720597975818;0.0;1.0549691060760717;Dense, Faible conso, Croissance modérée
139;139;Les Sables-d'Olonne;2;21;9;Moyenne;261516;22598;284114;5968;64580;70548;342106440;44975;211880;2665;22598;0;1996;206.2165213843972;9.241251161350263;3.706922946079265;43.81970509383378;0.00083048422005736;15.829913344643348;74.57569848722696;0.938003759054464;7.953849511111737;0.0;0.7025348979634936;Dense, Faible conso, Croissance modérée
140;140;Rochefort;2;21;33;Moyenne;337836;2445;340281;531;65464;65995;557696348;17171;319081;1422;2445;0;162;118.33500476858063;0.8111328363680802;5.119115084476097;636.2259887005649;0.0006101546141019378;5.046123644869975;93.76985491402694;0.41788992038932526;0.7185238082643463;0.0;0.047607712449416806;Dense, Faible conso, Croissance modérée
141;141;Romans-sur-Isère;2;21;30;Moyenne;453798;14520;468318;777;64451;65228;426466191;60457;389621;288;14520;0;3432;152.94999082353988;1.2055670199065958;6.957104311032072;584.03861003861;0.001098136288135441;12.909390627735853;83.19581993431814;0.061496675335989646;3.1004573815228116;0.0;0.7328353810872099;Dense, Faible conso, Croissance modérée
142;142;Saint-Dié-des-Vosges;2;21;47;Moyenne;132287;2516;134803;-2676;66930;64254;615388218;21056;107992;3239;2516;0;0;104.41213874523675;-3.9982070820259974;2.0588134590842593;-49.43460388639761;0.0002190535926055055;15.61983041920432;80.11097675867748;2.4027655170878988;1.8664273050303035;0.0;0.0;Dense, Faible conso, Croissance modérée
143;143;Aubenas;2;21;68;Moyenne;197729;16873;214602;2062;63807;65869;916468362;18889;174316;4522;16873;0;2;71.87263928702866;3.2316203551334493;3.001852161107653;95.89185257032008;0.00023416192953096181;8.801875099020512;81.22757476631159;2.1071565036672535;7.862461673236969;0.0;0.0009319577636741503;Dense, Faible conso, Croissance modérée
144;144;Louviers;2;21;44;Moyenne;203790;15515;219305;321;64166;64487;364945507;106992;96016;780;15515;0;2;176.7030933744308;0.5002649378175358;3.1601718175756353;634.8598130841121;0.0006009253321208857;48.78684936503956;43.78194751601651;0.3556690453934019;7.074622101639269;0.0;0.000911971911265133;Dense, Faible conso, Croissance modérée
145;145;Auch;2;21;112;Moyenne;707386;25640;733026;153;64404;64557;1616548006;269718;432472;0;25640;0;5196;39.935096118636395;0.23756288429290107;10.957541397524668;4623.437908496732;0.00045345142691667145;36.79514778466248;58.99818014640681;0.0;3.4978295449274652;0.0;0.7088425240032414;Peu dense, Forte conso, Croissance modérée
146;146;Saint-Dizier;2;21;72;Moyenne;101405;14524;115929;-3766;64792;61026;981443636;23528;77877;0;14524;0;0;62.1798315884133;-5.812445980985307;1.6616687969062367;-26.926447158789166;0.00011812089431083742;20.295180670927895;67.17646145485598;0.0;12.528357874216114;0.0;0.0;Dense, Faible conso, Croissance modérée
147;147;Roussillon;2;21;27;Moyenne;429886;16037;445923;1875;61204;63079;304574496;173311;248730;2534;10434;5603;5311;207.10532506306765;3.063525259786942;6.81504145595206;229.27253333333334;0.001464085160958454;38.86567860370512;55.77868824886808;0.568259542566766;2.339865851279257;1.2564949554070994;1.1910127981736758;Dense, Faible conso, Croissance modérée
148;148;Carpentras;2;21;21;Moyenne;173953;11606;185559;2589;60900;63489;459561841;42511;125055;3137;11606;0;3250;138.1511568972934;4.251231527093596;2.739891949786577;67.18926226342217;0.00040377373281520995;22.90969449070107;67.39365915962038;1.6905674206047672;6.254614435300902;0.0;1.75146449377287;Dense, Faible conso, Croissance modérée
149;149;Morlaix;2;21;24;Moyenne;296720;11043;307763;128;61444;61572;665676397;128442;152514;1825;11043;0;13939;92.49539307310006;0.20831977084825207;4.819073604885338;2318.125;0.0004623312489176329;41.73406159934755;49.555664586061354;0.5929887608321989;3.588150622394505;0.0;4.529134431364394;Dense, Faible conso, Croissance modérée
150;150;Arles;2;21;4;Moyenne;221623;8194;229817;-1655;61047;59392;851904259;9273;204962;6564;8194;0;824;69.71675440350158;-2.7110259308401723;3.7315294989224137;-133.91117824773414;0.00026976857736310485;4.034949546813334;89.18487318170546;2.8561855737391055;3.565445550155123;0.0;0.35854614758699316;Dense, Faible conso, Croissance modérée
151;151;Thonon-les-Bains;2;21;18;Moyenne;101355;2557;103912;4248;58419;62667;205165374;47267;53563;0;2557;0;525;305.44627866883616;7.271606840240333;1.6173584183062857;23.85946327683616;0.0005064792268504333;45.48752790823004;51.546500885364544;0.0;2.4607360073908695;0.0;0.5052351990145507;Dense, Faible conso, Croissance modérée
152;152;Cognac;2;21;44;Moyenne;193714;3210;196924;-635;59435;58800;567176548;34571;146474;8090;3210;0;4579;103.6714233113884;-1.0683940439135189;3.2944557823129252;-305.06141732283464;0.00034720053340428313;17.55550364607666;74.38097946415876;4.108183867888119;1.6300704840446059;0.0;2.3252625378318537;Dense, Faible conso, Croissance modérée
153;153;Cahors;2;21;78;Moyenne;338484;7750;346234;1607;58079;59686;1406847007;74483;253286;9214;7750;0;1501;42.42536658429981;2.766920918059884;5.671078644908354;210.6309894212819;0.0002461063628648001;21.512329811630284;73.15457176360496;2.6612060051872435;2.2383705817452935;0.0;0.4335218378322175;Dense, Faible conso, Croissance modérée
154;154;Villeneuve-sur-Lot;2;21;34;Moyenne;115223;1522;116745;-808;59588;58780;663756098;12479;102728;0;1522;0;16;88.5566252078335;-1.3559777136336175;1.9602415787682885;-142.60272277227722;0.0001758853897565247;10.689108741273715;87.99349008522849;0.0;1.3036960897682983;0.0;0.013705083729495911;Dense, Faible conso, Croissance modérée
155;155;Ancenis-Saint-Géréon;2;21;12;Moyenne;209431;11487;220918;1714;57078;58792;740766357;38554;170027;0;11487;0;850;79.3664553532093;3.002908300921546;3.562236358688257;122.18844807467912;0.00029822898666009476;17.451724169148733;76.96385084058338;0.0;5.199666844711612;0.0;0.38475814555626975;Dense, Faible conso, Croissance modérée
156;156;Auchel - Lillers;2;21;29;Moyenne;77574;1323;78897;-1310;58436;57126;164647126;14386;63187;0;1323;0;1;346.96020141888175;-2.2417687726743787;1.3579455939502154;-59.21679389312977;0.00047918844328931684;18.23389989479955;80.08796278692472;0.0;1.6768698429598086;0.0;0.0012674753159182225;Dense, Faible conso, Croissance modérée
157;157;Épernay;2;21;44;Moyenne;58733;2994;61727;-1906;58301;56395;457187108;30306;27370;1058;2994;0;-1;123.35212216876421;-3.2692406648256465;1.0414575760262434;-30.814795383001048;0.00013501474324162263;49.0968295883487;44.340402093087306;1.713998736371442;4.8503896188053846;0.0;-0.0016200366128274499;Dense, Faible conso, Croissance modérée
158;158;Sélestat;2;21;37;Moyenne;153087;8411;161498;419;56492;56911;360736976;56808;63195;33084;8411;0;0;157.76314541152;0.7416979395312611;2.6899369190490416;365.3627684964201;0.00044768906639612127;35.17566781012768;39.13051554818016;20.48570260932024;5.208114032371918;0.0;0.0;Dense, Faible conso, Croissance modérée
159;159;Libourne;2;21;24;Moyenne;113415;1801;115216;-574;56255;55681;313540786;6292;84384;2412;1801;0;20327;177.58774132817283;-1.0203537463336592;2.0368707458558575;-197.5871080139373;0.0003674673444238926;5.461047076794889;73.23982780169422;2.093459241771976;1.5631509512567698;0.0;17.642514928482157;Dense, Faible conso, Croissance modérée
160;160;Chaumont;2;21;112;Moyenne;83248;4208;87456;-2315;57536;55221;1893559862;6498;63954;0;4005;203;12796;29.162531963301618;-4.023567853170189;1.507542420455986;-35.960259179265655;4.618602334949577e-05;7.430021953896817;73.12705817782657;0.0;4.5794456641053785;0.2321167215514087;14.63135748261983;Dense, Faible conso, Croissance modérée
161;161;Annonay;2;21;37;Moyenne;324664;11011;335675;1537;54787;56324;479491118;43654;279472;750;11011;0;788;117.46620090677051;2.805410042528337;5.764221291101484;211.23227065712427;0.0007000651052727113;13.004840992030983;83.25672153124302;0.22343040142995457;3.2802562001936395;0.0;0.2347508751024056;Dense, Faible conso, Croissance modérée
162;162;Lisieux;2;21;57;Moyenne;608825;7426;616251;-1676;56534;54858;700141416;117929;481350;7195;7426;0;2351;78.35274238369009;-2.9645876817490358;11.09819898647417;-363.26073985680193;0.000880180754797685;19.136520670960373;78.10940671901547;1.167543744350922;1.2050284705420355;0.0;0.38150039513120465;Peu dense, Forte conso, Croissance modérée
163;163;Cluses;2;21;12;Moyenne;71290;4037;75327;1332;54359;55691;237386025;13407;55286;2596;4037;0;1;234.60100484011224;2.4503762026527345;1.280099118349464;53.52102102102102;0.00031731859531326665;17.79839898044526;73.39466592324133;3.446307432925777;5.359300118151526;0.0;0.0013275452361039201;Dense, Faible conso, Croissance modérée
164;164;Abbeville;2;21;73;Moyenne;92831;4725;97556;-901;55566;54665;686276744;13521;79310;0;4725;0;0;79.65445496722238;-1.621495158910125;1.6981798225555658;-103.03107658157603;0.0001421525657876584;13.859731846324163;81.29689614170323;0.0;4.84337201197261;0.0;0.0;Dense, Faible conso, Croissance modérée
165;165;Orange;2;21;10;Moyenne;152648;9663;162311;98;54405;54503;266324874;23102;127046;2500;9663;0;0;204.64855265452974;0.18013050271114786;2.800726565510155;1557.6326530612246;0.0006094473924354508;14.233169655784266;78.27319158898658;1.5402529711479813;5.953385784081178;0.0;0.0;Dense, Faible conso, Croissance modérée
166;166;Agde;2;21;6;Moyenne;115691;8386;124077;3829;51419;55248;210828788;18659;92665;2990;8386;0;1377;262.0514993426799;7.446663684630195;2.094030553142195;30.214416296683208;0.0005885201977255592;15.03824238174682;74.68346268849182;2.409793918292673;6.758706287224868;0.0;1.1097947242438164;Dense, Faible conso, Croissance modérée
167;167;Albertville;2;21;30;Moyenne;105988;13487;119475;1763;53827;55590;406059190;17619;68426;10386;13487;0;9557;136.90122368613305;3.2753079309640145;1.906601906817773;60.117980714690866;0.0002942305036859282;14.747018204645324;57.27223268466206;8.693032015065913;11.288554090813978;0.0;7.999163004812722;Dense, Faible conso, Croissance modérée
168;168;Oyonnax;2;21;40;Moyenne;251867;9523;261390;-331;53966;53635;545222771;26551;181764;43552;9523;0;0;98.3726338164992;-0.6133491457584405;4.695944812156241;-760.9274924471299;0.0004794187145202708;10.157618883660431;69.53747274187995;16.66169325528903;3.643215119170588;0.0;0.0;Dense, Faible conso, Croissance modérée
169;169;Vitré;2;21;30;Moyenne;845239;22627;867866;1479;52524;54003;597556117;332336;471582;4207;22627;0;37114;90.3731021466558;2.815855608864519;15.651704534933245;571.4935767410412;0.001452358992419117;38.29346926829718;54.33811210486411;0.48475225438028446;2.60719972899042;0.0;4.276466643468001;Peu dense, Forte conso, Croissance modérée
170;170;Sarrebourg;2;21;87;Moyenne;158873;2340;161213;-1184;53564;52380;902657927;16129;141037;1707;2340;0;0;58.02862682886515;-2.2104398476588756;3.033085147002673;-134.18327702702703;0.00017859811028945853;10.004776289753307;87.48488025159261;1.0588476115449748;1.4514958471091042;0.0;0.0;Dense, Faible conso, Croissance modérée
171;171;Flers;2;21;38;Moyenne;289919;1916;291835;-729;52750;52021;623625835;55080;227794;1253;1916;0;5792;83.41700596800965;-1.381990521327014;5.573114703677361;-397.69410150891633;0.0004679648975735587;18.873678619768018;78.05575068103552;0.4293522024431614;0.656535371014443;0.0;1.9846831257388593;Dense, Faible conso, Croissance modérée
172;172;Fougères;2;21;26;Moyenne;374883;31401;406284;427;51575;52002;491069211;37994;327057;52;31401;0;9780;105.8954600189748;0.8279205041202133;7.209011191877235;877.9461358313818;0.0008273456997490319;9.351586574908193;80.49960126414035;0.012798928828110387;7.7288300794518126;0.0;2.4071831526715304;Peu dense, Forte conso, Croissance modérée
173;173;Les Herbiers;2;21;15;Moyenne;335514;32380;367894;1555;50443;51998;509294367;78898;256615;0;32380;0;1;102.09812511042361;3.0826873897270186;6.452440478479941;215.7646302250804;0.0007223602376894147;21.445851250631975;69.75242868869837;0.0;8.801448243243978;0.0;0.00027181742567152493;Dense, Faible conso, Croissance modérée
174;174;Beaune;2;21;64;Moyenne;245797;3549;249346;-1518;51510;49992;747338790;20622;97457;0;3549;0;127718;66.89335635849973;-2.9470005824111825;4.916726676268203;-161.92160737812912;0.00033364519992331725;8.270435459161165;39.08504648159585;0.0;1.423323414051158;0.0;51.22119464519182;Dense, Faible conso, Croissance modérée
175;175;Marmande;2;21;48;Moyenne;443172;18293;461465;207;50255;50462;657414370;151432;285002;4519;18293;0;2219;76.75828564562713;0.41189931350114417;8.782291625381475;2140.927536231884;0.0007019393263338616;32.815489798792974;61.760263508608446;0.9792725342116954;3.96411428819087;0.0;0.4808598701960062;Peu dense, Forte conso, Croissance modérée
176;176;Montceau-les-Mines;2;21;22;Moyenne;146839;2082;148921;-2679;51454;48775;618024278;49466;95167;0;2082;0;2206;78.92084783115915;-5.206592296031406;3.0105381855458737;-54.81112355356476;0.00024096302572760743;33.216269028545334;63.90435197185085;0.0;1.3980566877740546;0.0;1.481322311829762;Dense, Faible conso, Croissance modérée
177;177;Bar-le-Duc;2;21;86;Moyenne;71148;4018;75166;-2460;51333;48873;1068234714;431;43752;0;4018;0;26965;45.75118123337827;-4.792238910642277;1.4557731262660365;-28.921951219512195;7.036468578945657e-05;0.5733975467631642;58.20716813452891;0.0;5.345501955671447;0.0;35.87393236303648;Dense, Faible conso, Croissance modérée
178;178;Saint-Avold (partie française);1;14;28;Petite;37553;192;37745;-1681;50572;48891;246771982;1137;36416;0;192;0;0;198.1221676940618;-3.3239737404097127;0.7680963776564194;-22.339678762641284;0.00015295496552765055;3.0123195125182143;96.47900384156843;0.0;0.508676645913366;0.0;0.0;Dense, Faible conso, Croissance modérée
179;179;Guéret;1;14;72;Petite;269991;3126;273117;-1361;49546;48185;1461130100;18433;235440;7093;3126;0;9025;32.97789840890965;-2.7469422354983246;5.603216768703954;-198.37692872887584;0.0001869217532374427;6.7491221710841875;86.2048133217632;2.597055474393758;1.1445644174474676;0.0;3.304444615311387;Dense, Faible conso, Croissance modérée
180;180;Challans;1;14;12;Petite;376236;30202;406438;4258;46546;50804;460570413;117765;253999;4134;30202;0;338;110.3066948419025;9.147939672581963;7.405637351389655;88.35979333020197;0.0008824665860592308;28.974899000585573;62.493910510336136;1.0171293038544624;7.4308996698143375;0.0;0.08316151540948435;Dense, Faible conso, Croissance modérée
181;181;Pontarlier;1;14;54;Petite;129340;1219;130559;3015;47478;50493;804484533;4031;121516;437;1219;0;3356;62.76441364473069;6.350309617085808;2.561543184203751;42.898839137645105;0.00016228901196289376;3.0874930108226932;93.07362954679493;0.33471457348784844;0.9336774944661034;0.0;2.5704853744284195;Dense, Faible conso, Croissance modérée
182;182;Vendôme;1;14;57;Petite;128423;5432;133855;-1991;48848;46857;865380857;20073;100748;5500;5432;0;2102;54.146101824390136;-4.075908942024239;2.740743112021683;-64.50175791059769;0.0001546775606569721;14.996077845429756;75.26651974151135;4.108923835493631;4.05812259534571;0.0;1.570355982219566;Dense, Faible conso, Croissance modérée
183;183;Le Creusot;1;14;22;Petite;36157;117;36274;-1880;48890;47010;386507775;263;35894;0;117;0;0;121.62756622424996;-3.845367150746574;0.7691342267602638;-19.232446808510637;9.385063469939253e-05;0.7250372167392622;98.9524177096543;0.0;0.32254507360643986;0.0;0.0;Dense, Faible conso, Croissance modérée
184;184;Longwy;1;14;23;Petite;26768;4026;30794;2141;46985;49126;195972444;5655;21113;0;4026;0;0;250.67810043742682;4.5567734383313825;0.5448845825021373;12.502568893040635;0.00015713433670297035;18.36396700655972;68.56205754367734;0.0;13.073975449762939;0.0;0.0;Dense, Faible conso, Croissance modérée
185;185;Bagnols-sur-Cèze;1;14;30;Petite;142830;2706;145536;678;47108;47786;424307616;19003;121929;1897;2706;0;1;112.62112250184074;1.4392459879426;2.9889507387100824;210.6637168141593;0.00034299643586882967;13.057250439753737;83.77927110817942;1.303457563764292;1.8593337730870712;0.0;0.0006871152154793316;Dense, Faible conso, Croissance modérée
186;186;Granville;1;14;34;Petite;187905;19426;207331;73;47881;47954;332605960;13213;173502;1129;19426;0;61;144.17661066566578;0.1524613103318644;3.91844267422947;2574.041095890411;0.0006233532315536378;6.372901302747779;83.68357843255471;0.5445398903203091;9.369558821401528;0.0;0.029421552975676574;Dense, Faible conso, Croissance modérée
187;187;Dinan;1;14;25;Petite;128019;8803;136822;2261;46222;48483;304124653;24721;102848;449;8803;0;1;159.41818435876687;4.891610055817576;2.6404925437782314;56.620521892967716;0.0004498878951454159;18.068000760111676;75.16919793600444;0.3281635994211457;6.433906827849323;0.0;0.0007308766134101241;Dense, Faible conso, Croissance modérée
188;188;Redon;1;14;22;Petite;360072;9742;369814;613;46851;47464;598475022;44345;311275;0;9742;0;4452;79.3082388658152;1.3084032357900577;7.586212708579134;587.3931484502447;0.0006179272089988745;11.991163125246745;84.17069121233918;0.0;2.6342972413159047;0.0;1.2038484210981737;Peu dense, Forte conso, Croissance modérée
189;189;Bressuire;1;14;19;Petite;447819;17266;465085;346;47023;47369;819824785;85430;336760;0;17266;0;25629;57.779419293843375;0.7358101354656232;9.453841119719648;1294.2745664739884;0.0005672980477163789;18.368685294086028;72.40826945612092;0.0;3.712439661567241;0.0;5.510605588225808;Peu dense, Forte conso, Croissance modérée
190;190;Pierrelatte;1;14;17;Petite;106953;3516;110469;660;46622;47282;345186239;17945;83758;0;3516;0;5250;136.97533290137906;1.415640684655313;2.262023603062476;162.05;0.0003200272418739149;16.24437625035078;75.82036589450433;0.0;3.1827933628438747;0.0;4.752464492301008;Dense, Faible conso, Croissance modérée
191;191;Sablé-sur-Sarthe;1;14;39;Petite;420050;32644;452694;-1024;47257;46233;810744613;102848;316136;234;32644;0;832;57.02535577624615;-2.166874748714476;9.085501697921398;-410.205078125;0.0005583681873936793;22.71909943582199;69.83436935324966;0.05169054593168895;7.211052057239548;0.0;0.18378860775711628;Peu dense, Forte conso, Croissance modérée
192;192;Saint-Hilaire-de-Riez;1;14;13;Petite;290252;35813;326065;3607;45098;48705;277418473;59626;206419;22487;35813;0;1720;175.56509295615652;7.998137389684687;5.959388153167026;80.4690878846687;0.0011753543175187183;18.286537960222653;63.306089276677966;6.896477696164875;10.983392881787374;0.0;0.5275021851471332;Dense, Faible conso, Croissance modérée
193;193;Verdun;1;14;103;Petite;136734;8280;145014;-1739;46030;44291;1246220107;41198;95071;0;8280;0;465;35.540270736459874;-3.777970888550945;3.087173466392721;-78.6279470960322;0.00011636307196895517;28.409670790406444;65.55987697739528;0.0;5.709793537175721;0.0;0.32065869502254957;Dense, Faible conso, Croissance modérée
194;194;Issoire;1;14;53;Petite;338908;5590;344498;1248;44423;45671;544303344;73348;254369;2321;5590;0;8870;83.90725595101249;2.8093555140355218;7.420638917474984;271.56089743589746;0.0006329154575247291;21.29127019605339;73.8375839627516;0.6737339549141069;1.6226509297586633;0.0;2.574760956522244;Peu dense, Forte conso, Croissance modérée
195;195;Saint-Gaudens;1;14;85;Petite;199636;2967;202603;363;44567;44930;752743380;41436;144005;12870;2967;0;1325;59.688336282678435;0.8145040052056454;4.443267304696194;549.961432506887;0.00026915281539905404;20.451819568318335;71.07742728390004;6.352324496675765;1.464440309373504;0.0;0.6539883417323534;Dense, Faible conso, Croissance modérée
196;196;Gien;1;14;29;Petite;1215501;1393;1216894;-2482;45934;43452;936443965;767656;445814;1140;1393;0;891;46.401067895183665;-5.40340488527017;;-489.7264302981467;0.0012994840540191852;63.08322664093997;36.63540127570684;0.09368112588278026;0.11447176171466043;0.0;0.07321919575575193;
197;197;Forbach (partie française);1;14;10;Petite;34435;46;34481;-272;43925;43653;71513618;19677;14758;0;46;0;0;610.4152079118694;-0.6192373363688105;0.7888346734474149;-126.59926470588235;0.00048215991533248956;57.06621037672921;42.8003828195238;0.0;0.1334068037469911;0.0;0.0;Dense, Faible conso, Croissance modérée
198;198;Vire Normandie;1;14;20;Petite;553901;19643;573544;-1367;44304;42937;797850744;45620;505329;473;19643;0;2479;53.815829994388025;-3.085500180570603;12.900319072128934;-405.1945866861741;0.0007188612711251667;7.954054091752333;88.10640508836288;0.0824696971810358;3.4248462192961653;0.0;0.43222490340758507;Peu dense, Forte conso, Croissance modérée
199;199;Pamiers;1;14;52;Petite;105121;3103;108224;1389;42691;44080;562132450;39605;63732;0;3103;0;1784;78.41568299428366;3.253613173736853;2.384777676950998;75.68106551475881;0.00019252402169631018;36.59539473684211;58.88897102306328;0.0;2.867201360141928;0.0;1.6484328799526906;Dense, Faible conso, Croissance modérée
200;200;Sète;1;14;1;Petite;0;0;0;440;44136;44576;40693781;0;0;0;0;0;0;1095.400793551231;0.9969186151894145;0.0;0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
201;201;Cavaillon;1;14;6;Petite;80490;23226;103716;478;41735;42213;153372680;14555;65934;0;1074;22152;1;275.2315471047386;1.1453216724571702;1.906758581479639;168.38912133891213;0.0006762351678278035;14.033514597554861;63.57167650121486;0.0;1.0355200740483628;21.358324655790813;0.0009641713911064831;Dense, Faible conso, Croissance modérée
202;202;Montaigu-Vendée;1;14;8;Petite;240899;14699;255598;1950;41848;43798;357869645;118737;120271;1005;14699;0;886;122.38534508843297;4.659720894666411;5.500228320927897;123.53794871794872;0.0007142209560690737;46.45458884654809;47.05475003716774;0.39319556491052354;5.750827471263468;0.0;0.346638080110173;Dense, Faible conso, Croissance modérée
203;203;Romorantin-Lanthenay;1;14;29;Petite;387573;6250;393823;221;41749;41970;916983944;220716;155795;10771;6250;0;291;45.76961273380813;0.5293539965029103;9.234524660471765;1753.7239819004526;0.0004294764402112585;56.04446667665424;39.559649893480064;2.7349850059544516;1.587007361174944;0.0;0.0738910627363054;Peu dense, Forte conso, Croissance modérée
204;204;Fontenay-le-Comte;1;14;30;Petite;307382;20041;327423;-527;41701;41174;589046509;126040;161731;1495;20041;0;18116;69.89940415723608;-1.2637586628618018;7.465439354932725;-583.2675521821632;0.0005558525430459686;38.49454680947887;49.39512496067778;0.45659590193724936;6.120828408511314;0.0;5.532903919394789;Peu dense, Forte conso, Croissance modérée
205;205;Coutances;1;14;37;Petite;355662;14320;369982;-319;42353;42034;491325972;163621;187150;4559;14320;0;332;85.55216372726171;-0.7531933983425023;8.46129323880668;-1114.9278996865203;0.0007530275643559914;44.22404333183776;50.583541902038476;1.2322221081025564;3.8704585628490036;0.0;0.08973409517219758;Peu dense, Forte conso, Croissance modérée
206;206;Tulle;1;14;43;Petite;155460;989;156449;-351;40259;39908;869407287;7584;146376;0;989;0;1500;45.902536816441476;-0.871854740554907;3.8954595569810566;-442.9059829059829;0.0001799490323342551;4.847586114324796;93.56148009894598;0.0;0.6321548875352351;0.0;0.9587788991939865;Dense, Faible conso, Croissance modérée
207;207;Pontivy;1;14;16;Petite;122002;15538;137540;1061;39544;40605;552718913;7684;111335;0;15538;0;2983;73.4641045293849;2.683087194011734;3.004605344169437;114.98774740810556;0.0002488425794107031;5.586738403373563;80.94736076777664;0.0;11.29707721390141;0.0;2.1688236149483786;Dense, Faible conso, Croissance modérée
208;208;Vierzon;1;14;20;Petite;264415;9499;273914;-2461;41523;39062;638389491;157301;102614;0;9499;0;4500;61.188350608359244;-5.926835729595646;6.7691106446162514;-107.44209670865501;0.00042907034633500883;57.42714866709989;37.46212314814139;0.0;3.4678767788429945;0.0;1.6428514059157253;Dense, Faible conso, Croissance modérée
209;209;Château-Thierry;1;14;52;Petite;56134;233;56367;1074;38186;39260;468676444;28458;25009;2517;233;0;150;83.7678114669659;2.812549101765045;1.4298013245033112;52.266294227188084;0.00012026847246455596;50.486987066900845;44.368158674401684;4.465378679014317;0.4133624283712101;0.0;0.26611315131193786;Dense, Faible conso, Croissance modérée
210;210;Montbrison;1;14;27;Petite;411173;10723;421896;750;37283;38033;416697203;155458;255066;368;10723;0;281;91.27251089323967;2.011640694150149;10.810953645518365;548.2306666666667;0.0010124761984543487;36.84746951855434;60.45707946982195;0.08722528774863947;2.5416216318713616;0.0;0.06660409200371656;Peu dense, Forte conso, Croissance modérée
211;211;Arcachon - La Teste-de-Buch;1;14;2;Petite;9287;0;9287;985;36360;37345;185833588;0;9287;0;0;0;0;200.9593658601695;2.709020902090209;0.24868121569152496;9.428426395939086;4.997481940670488e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
212;212;Chemillé-en-Anjou;1;14;2;Petite;90856;3564;94420;-495;37414;36919;520423318;5203;84451;0;3564;0;1202;70.94032631335708;-1.3230341583364515;2.460955063788293;-183.54747474747475;0.0001814292264283208;5.5104850667231515;89.4418555390807;0.0;3.774624020334675;0.0;1.2730353738614701;Dense, Faible conso, Croissance modérée
213;213;Brignoles;1;14;10;Petite;308599;19110;327709;1464;36103;37567;346289707;14092;272507;717;19110;0;21283;108.48431021947758;4.055064676065701;8.214629861314451;210.79166666666666;0.0009463434614878692;4.300156541321722;83.15517730669588;0.2187916718796249;5.8313930957038105;0.0;6.494481384398963;Peu dense, Forte conso, Croissance modérée
214;214;Quimperlé;1;14;11;Petite;227157;13047;240204;794;36433;37227;310845221;9460;213399;4297;13047;0;1;119.76056726958656;2.179342903411742;6.101942138770247;286.0919395465995;0.0007727447094964346;3.938319095435546;88.84073537493131;1.788896104977436;5.431633111854923;0.0;0.00041631280078599855;Dense, Faible conso, Croissance modérée
215;215;Argentan;1;14;50;Petite;175136;10480;185616;-1077;36918;35841;775418742;45634;124195;2385;10480;0;2922;46.22147758197983;-2.917276125467252;4.886470801595937;-162.6146703806871;0.000239375178785658;24.585165071976554;66.90964141022326;1.284910783553142;5.646064994397035;0.0;1.5742177398500128;Dense, Faible conso, Croissance modérée
216;216;Sedan;1;14;31;Petite;58801;4093;62894;-2037;38244;36207;361439595;24959;31461;2281;4093;0;100;100.17441503607263;-5.326325698148729;1.624022978981965;-28.86647029945999;0.0001740097124666156;39.68423061023309;50.02225967500874;3.6267370496390754;6.507774986485197;0.0;0.15899767863389194;Dense, Faible conso, Croissance modérée
217;217;Thouars;1;14;26;Petite;270737;356;271093;-581;36361;35780;646518509;98930;171437;0;356;0;370;55.34257643349233;-1.5978658452737822;7.566713247624371;-465.9845094664372;0.0004193120478782766;36.493011623317464;63.23918360119959;0.0;0.13132024803296286;0.0;0.13648452744998948;Peu dense, Forte conso, Croissance modérée
218;218;Vitry-le-François;1;14;73;Petite;82199;8378;90577;-2482;37314;34832;843669114;28609;44000;0;8378;0;9590;41.28632827964353;-6.651658894784799;2.3598702342673405;-33.118049959709914;0.00010736081065070257;31.585281031608464;48.577453437406845;0.0;9.24958874769533;0.0;10.587676783289355;Dense, Faible conso, Croissance modérée
219;219;Mayenne;1;14;27;Petite;407991;9606;417597;-658;35757;35099;558328705;31156;376317;517;9606;0;1;62.8644017147569;-1.8401991218502671;11.624006381948204;-620.0471124620061;0.0007479411254701654;7.460781566917387;90.11487151488157;0.12380357138580976;2.300303881493402;0.0;0.00023946532182941927;Peu dense, Forte conso, Croissance modérée
