CODGEO,LIBCOM,cadres,ouvriers,total
01337,Saint-Bénigne,60.0227908304118,110.632365283805,170.6551561142168
01338,Groslée-Saint-Benoit,40.8882999631787,71.0307399574294,111.9190399206081
01339,Saint-Bernard,155.419032507957,52.3555088874017,207.7745413953587
01342,Sainte-Croix,69.8722187501961,20.1207170568695,89.99293580706559
01343,Saint-Cyr-sur-Menthon,63.595743942507,136.795500586069,200.391244528576
01344,Saint-Denis-lès-Bourg,315.946388819072,285.856397443287,601.802786262359
01345,Saint-Denis-en-Bugey,80.083643842967,209.732262006677,289.81590584964397
01346,Saint-Didier-d'Aussiat,14.9693561658067,94.9182170303875,109.8875731961942
01347,Saint-Didier-de-Formans,149.382010752063,93.6497473373225,243.0317580893855
01348,Saint-Didier-sur-Chalaronne,88.8964418654059,319.041522668419,407.9379645338249
01349,Saint-Éloi,40.126350325007,29.6568960710506,69.7832463960576
01350,Saint-Étienne-du-Bois,123.797809758133,213.041979292802,336.839789050935
01351,Saint-Étienne-sur-Chalaronne,89.4938147476668,146.558516875861,236.05233162352778
01352,Saint-Étienne-sur-Reyssouze,14.4613121131259,73.0698874957486,87.5311996088745
01353,Sainte-Euphémie,102.963957255181,131.036862434751,234.00081968993197
01354,Saint-Genis-Pouilly,2301.03311100235,756.818650220201,3057.851761222551
01355,Saint-Genis-sur-Menthon,39.6778271536072,29.7508825691249,69.4287097227321
01356,Saint-Georges-sur-Renon,19.0430622009569,9.52153110047847,28.56459330143537
01357,Saint-Germain-de-Joux,40.2240664020005,40.3082254469617,80.5322918489622
01358,Saint-Germain-les-Paroisses,15.1060612745094,30.1739411574915,45.2800024320009
01359,Saint-Germain-sur-Renon,9.78470292833851,9.81607311957297,19.60077604791148
01360,Saint-Jean-de-Gonville,146.915331376705,132.352484506474,279.267815883179
01361,Saint-Jean-de-Niost,156.340411900555,116.539612240472,272.880024141027
01362,Saint-Jean-de-Thurigneux,62.4761786155439,39.1196887568514,101.5958673723953
01363,Saint-Jean-le-Vieux,75.1685659295128,141.240986162203,216.4095520917158
01364,Saint-Jean-sur-Reyssouze,15.2402101667441,81.7418611751404,96.9820713418845
01365,Saint-Jean-sur-Veyle,65.6081632083258,140.211156604597,205.8193198129228
01366,Sainte-Julie,87.7208327085139,72.1480993070239,159.86893201553778
01367,Saint-Julien-sur-Reyssouze,26.6355383054025,48.8324739106429,75.4680122160454
01368,Saint-Julien-sur-Veyle,49.4656002603356,63.9137705575127,113.3793708178483
01369,Saint-Just,43.8685518669734,26.5244844265059,70.3930362934793
01370,Saint-Laurent-sur-Saône,36.1362175963314,165.881367538165,202.0175851344964
01371,Saint-Marcel,136.529306825917,61.2849030771366,197.81420990305358
01372,Saint-Martin-de-Bavel,32.0494918794359,34.0223607842338,66.07185266366969
01373,Saint-Martin-du-Frêne,25.6306918527977,97.2379737159603,122.86866556875799
01374,Saint-Martin-du-Mont,76.7402384708351,113.484107159288,190.22434563012308
01375,Saint-Martin-le-Châtel,39.5485325406144,49.4446579140531,88.99319045466751
01376,Saint-Maurice-de-Beynost,239.871765755252,268.467006776826,508.338772532078
01378,Saint-Maurice-de-Gourdans,226.469721676024,189.273873293727,415.74359496975103
01379,Saint-Maurice-de-Rémens,24.8301811868756,79.3799542083835,104.2101353952591
01380,Saint-Nizier-le-Bouchoux,9.56394459832585,48.9471477642654,58.511092362591256
01381,Saint-Nizier-le-Désert,15.9044175448198,76.8527318928405,92.7571494376603
01382,Sainte-Olive,27.6724345660735,9.23234667846668,36.904781244540175
01383,Saint-Paul-de-Varax,52.7176194891732,142.864760212485,195.58237970165823
01384,Saint-Rambert-en-Bugey,34.3499794229799,228.765927115278,263.1159065382579
01385,Saint-Rémy,88.6383940338607,48.1063808971185,136.7447749309792
01386,Saint-Sorlin-en-Bugey,95.2039414046845,95.6092913113291,190.8132327160136
01387,Saint-Sulpice,0.0,30.46875,30.46875
01388,Saint-Trivier-de-Courtes,9.9093471377317,83.5544875608192,93.4638346985509
01389,Saint-Trivier-sur-Moignans,64.3762464753719,116.656828152667,181.0330746280389
01390,Saint-Vulbas,54.0687732259905,73.0319332192798,127.10070644527029
01391,Salavre,18.7261391696599,4.57591572850654,23.30205489816644
01392,Samognat,20.1704724882875,46.0568631359962,66.22733562428371
01393,Sandrans,58.4742842998633,43.0371454583838,101.51142975824709
01396,Sault-Brénaz,39.6046089140438,118.698921289562,158.3035302036058
01397,Sauverny,117.129166674793,55.6159718935389,172.7451385683319
01398,Savigneux,105.274803642812,94.0195007487128,199.2943043915248
01399,Ségny,196.166913154784,147.539515913484,343.706429068268
01400,Seillonnaz,5.11194029850746,0.0,5.11194029850746
01401,Sergy,280.880228429731,95.5565039987168,376.43673242844784
01402,Sermoyer,14.353005710925,83.8966370459767,98.24964275690171
01403,Serrières-de-Briord,70.5450694555063,120.319269393821,190.86433884932728
01404,Serrières-sur-Ain,4.96296296296296,4.96296296296296,9.92592592592592
01405,Servas,20.061803539559,162.564939486112,182.626743025671
01406,Servignat,5.02873563218391,15.0862068965517,20.11494252873561
01407,Seyssel,25.6550856509748,99.0140581828114,124.6691438337862
01408,Simandre-sur-Suran,24.8098671539804,68.906170506066,93.7160376600464
01410,Sonthonnax-la-Montagne,19.5967663814034,28.9743539133591,48.571120294762494
01411,Souclin,10.702675171201,29.6575410203193,40.3602161915203
01412,Sulignat,25.583187787343,39.0514981852171,64.6346859725601
01415,Talissieu,24.6542455002459,35.234426202867,59.8886717031129
01416,Tenay,14.8767582988025,74.1408230532888,89.0175813520913
01418,Thil,178.610810112217,59.4629347417494,238.0737448539664
01419,Thoiry,861.497970795076,319.66375083567,1181.161721630746
01420,Thoissey,35.2109354398946,114.449864035845,149.6607994757396
01421,Torcieu,30.7626857632908,45.7098428471646,76.4725286104554
01422,Tossiat,69.2708939912329,97.6078113266942,166.87870531792709
01423,Toussieux,124.228214139515,61.9489096568183,186.17712379633332
01424,Tramoyes,190.695270330242,70.4478489850493,261.1431193152913
01425,La Tranclière,14.8199081200051,14.8310012549953,29.650909375000403
01426,Val-Revermont,79.4301936898103,193.910823553673,273.3410172434833
01427,Trévoux,411.857912115969,537.171392459157,949.0293045751259
01428,Valeins,15.5952380952381,0.0,15.5952380952381
01429,Vandeins,25.3533590425028,46.6094039311959,71.9627629736987
01430,Varambon,30.9040898319172,41.1319467012248,72.036036533142
01431,Vaux-en-Bugey,65.3402429095142,101.043008297426,166.3832512069402
01432,Verjon,10.7018215466074,15.60024372887,26.3020652754774
01433,Vernoux,0.0,70.0372752543617,70.0372752543617
01434,Versailleux,67.8298179031404,42.2998366380999,110.12965454124028
01435,Versonnex,128.653373388784,85.0464682965364,213.6998416853204
01436,Vesancy,49.4129437379459,24.8562691532652,74.2692128912111
01437,Vescours,4.91031390134529,24.5515695067265,29.46188340807179
01441,Vieu-d'Izenave,42.9430083527855,66.4878361989699,109.4308445517554
01443,Villars-les-Dombes,299.145099077675,379.666025689716,678.811124767391
01444,Villebois,55.2656316816548,140.096063431272,195.3616951129268
01445,Villemotier,5.05011373553805,54.6429258578311,59.69303959336915
01446,Villeneuve,83.4111474002524,130.522749341502,213.93389674175438
01447,Villereversure,15.5460646652468,145.261653422643,160.8077180878898
01448,Villes,15.8071125283478,41.3139608559965,57.1210733843443
01449,Villette-sur-Ain,75.1555008956752,35.196895653266,110.3523965489412
01450,Villieu-Loyes-Mollon,313.459070405281,237.966973973615,551.426044378896
01451,Viriat,297.311152238272,363.353380891695,660.6645331299669
01452,Virieu-le-Grand,34.0670211476187,98.6410633345715,132.7080844821902
01453,Arvière-en-Valromey,45.1447752439082,40.0936774071139,85.2384526510221
01454,Virignin,30.4220577342125,131.819468960221,162.2415266944335
01456,Vongnes,10.0,0.0,10.0
01457,Vonnas,84.8591049362358,224.426034901505,309.2851398377408
02001,Abbécourt,10.1233804670817,60.3252472521122,70.4486277191939
02002,Achery,10.2176649552115,45.8331644619827,56.050829417194194
02003,Acy,34.6744806847598,97.1745051496154,131.84898583437518
02004,Agnicourt-et-Séchelles,0.0,20.1081081081081,20.1081081081081
02005,Aguilcourt,27.1936543415703,24.4338381510663,51.627492492636605
02006,Aisonville-et-Bernoville,0.0,29.678792691748,29.678792691748
02007,Aizelles,5.08474576271186,15.2542372881356,20.33898305084746
02008,Aizy-Jouy,14.9747146193117,14.8835067728273,29.858221392139
02009,Alaincourt,9.84991279877794,49.1625285631106,59.012441361888534
02011,Ambleny,34.0251299277005,83.7390034758876,117.76413340358809
02012,Ambrief,5.49295774647887,5.49295774647887,10.98591549295774
02013,Amifontaine,10.292426349249,50.0594731798664,60.3518995291154
02014,Amigny-Rouy,29.7805561352576,54.5325040425458,84.31306017780341
02015,Ancienville,4.87179487179487,4.87179487179487,9.74358974358974
02016,Andelain,4.90740740740741,19.6296296296296,24.53703703703701
02017,Anguilcourt-le-Sart,0.0,16.516985200892,16.516985200892
02018,Anizy-le-Grand,54.9402687990923,179.776073549194,234.7163423482863
02019,Annois,5.03334850669188,30.460701482487,35.494049989178876
