AAV2020;LIBAAV2020;TAAV2017;TDAAV2017;NB_COM;AAV;pop20;surfcom2023;artif_total;artif_par_hab;art22act23;art22hab23;ratio_act_hab;densite_pop;mepart1420;artpop1420;categorie_taille
354;Jonzac;1;12;35;354;16293;351212193;2299626;5096.863041326911;8367;41976;0.08966376306240183;0.46900065360384136;297.2585714285714;25307.8;Petite
355;Lesparre-Médoc;1;12;12;355;16258;396025108;1961834;1604.291575688591;5295;66949;0.06609154446414432;0.44422617168667;13.0175;11516.239999999998;Petite
356;Castelsarrasin;1;12;6;356;16233;123386223;1316634;467.2207952320948;2493;20932;0.06580267117140896;0.7280588531571449;-3.77;2742.25;Petite
357;Belleville-en-Beaujolais;1;12;4;357;16409;50206403;1135306;317.2688864312071;2432;14142;0.06906932492686944;2.5044832867789326;23.472499999999997;1366.23;Petite
358;Carentan-les-Marais;1;12;13;358;16172;300495342;2379515;3041.1442138284174;11958;76124;0.5006655163694769;0.5031231754583771;4.929230769230769;-8641.74;Petite
359;Vaison-la-Romaine;1;12;14;359;15580;211553538;1323181;1114.6267476637302;11647;73774;0.031596952775312784;0.6749288792599402;-0.47285714285714253;-11731.84;Petite
360;Pineuilh;1;12;16;360;15841;169698412;1032668;1359.7396673292535;0;51246;0.0;3.523702267250216;3.069375;-5485.54;Petite
361;Nérac;1;12;17;361;15433;423130556;1781508;2921.185253750184;3507;61337;0.0651700351239517;0.37498880835051907;-6.698823529411764;-110140.18;Petite
362;Doué-en-Anjou;1;12;7;362;15653;258740234;796257;375.76734392299045;39354;9261;2.0042780748663103;0.501482264019409;-152.7942857142857;-11339.95;Petite
363;Prades;1;12;26;363;15401;439852462;852733;1580.0491431713426;39005;70071;0.9075241444681387;0.5731487726934644;21.083846153846157;-1725.42;Petite
364;La Tour-du-Pin;1;12;4;364;15623;37750836;808576;319.9278130974005;155;24704;0.006529064869418702;6.06911617669166;-0.8825000000000003;2975.12;Petite
365;Châtillon-sur-Seine;1;12;60;365;15011;1025870945;723352;4257.3464913841935;23905;3667;0.0;0.1424494320114381;-8.019999999999998;-5793.82;Petite
366;Tonneins;1;12;11;366;15357;180194114;1188469;1404.8669430556893;5677;34812;0.10062952596976604;0.5861872088901846;2.009090909090909;-8085.809999999999;Petite
367;Graulhet;1;12;7;367;15587;136936585;666691;543.7700966179564;1457;30306;0.009456126687435099;0.6252600355872487;9.870000000000001;5356.120000000001;Petite
368;Wissembourg (partie française);1;12;11;368;14933;135071899;578540;612.816107292898;1464;20966;0.17461832061068702;0.9990521480427632;34.35818181818182;-2393.51;Petite
369;Surgères;1;12;9;369;15136;209843777;1084267;683.506593762175;14753;13052;0.4090644662695903;0.6547821753853753;20.254444444444445;-3001.74;Petite
370;Decize;1;12;13;370;14321;353262831;1551714;3605.6395660699445;645;73348;0.11727272727272728;0.492233087662712;-51.399230769230776;-9389.55;Petite
371;Bormes-les-Mimosas;1;12;3;371;14788;134157382;944211;231.4016543742692;34627;153755;0.08106823619753988;1.2494413938706563;75.25999999999999;284.71999999999997;Petite
372;Commercy;1;12;19;372;14258;309535860;395035;795.619458871891;0;4427;0.0;0.3884124164550846;-60.800526315789476;-8932.57;Petite
373;Barbezieux-Saint-Hilaire;1;12;25;373;14588;373917859;3133025;7239.127023921458;38654;118714;0.1761021193619506;0.3529544799720189;0.5968;10614.87;Petite
374;Tarare;1;12;6;374;14687;108840622;1418629;1766.3722741112585;7595;33425;0.11870897155361052;1.6238307103695513;13.018333333333333;-95.57000000000002;Petite
375;Saint-Vallier;1;12;9;375;14811;92193005;920043;674.5524050860586;19056;37384;0.5561827306581165;2.09494508421884;4.775555555555554;56233.43;Petite
376;Pont-Saint-Esprit;1;12;5;376;14750;79944654;987741;733.2255039237556;26794;28093;0.0;1.7204176418901853;9.466;4955.34;Petite
377;Montpon-Ménestérol;1;12;13;377;14677;326253038;1486791;1465.404826332304;29;133679;6.0598462052825144e-05;0.451205393799188;-1.852307692307692;2872.4399999999996;Petite
378;Hesdin;1;12;28;378;14129;171544381;596944;1577.5156174636875;9631;31157;0.06591337099811675;1.6823953400273985;-250.6807142857143;-14086.64;Petite
379;Maîche;1;12;23;379;14364;209170621;879952;1741.223341655772;3039;16785;0.1276803118908382;0.5006561669344378;6.1673913043478255;-7670.420000000001;Petite
380;Avesnes-sur-Helpe;1;12;14;380;13614;155711904;893347;1212.3833158690427;1047;24230;0.026385636221701793;1.8489697038242963;-24.76142857142857;-13346.01;Petite
381;Montval-sur-Loir;1;12;12;381;13816;268869056;2303041;3644.9761833655393;47;39766;0.0007177798619983542;0.4798367223086231;-9.033333333333333;-25219.93;Petite
382;Montmorillon;1;12;18;382;14004;732444974;1584676;2847.610567091762;3634;50930;0.10620762216506897;0.17595088920358315;-7.1;74945.90000000001;Petite
383;Clamecy;1;12;45;383;13581;634809841;404430;1680.6029379953313;0;14079;0.0;0.19845035262782287;-120.65377777777778;-5199.26;Petite
384;Saint-Gervais-les-Bains;1;12;7;384;14045;219852932;1692017;1003.6765769607695;11433;90539;0.1030920720836255;0.670518209744328;3.6085714285714294;4270.29;Petite
385;Fumel;1;12;10;385;13843;164796855;1338191;1301.0226268630424;3466;30697;0.19615166949632146;0.9567614764265224;-4.567;-20720.98;Petite
386;Ruffec;1;12;30;386;13790;388871329;1770798;4679.238777591113;7616;85864;0.11936186745555631;0.35450284953675;-16.109666666666666;-19062.289999999997;Petite
387;Essarts-en-Bocage;1;12;6;387;14494;203260079;2155466;691.3286226664108;43692;20855;0.8962093862815884;0.6002391831934226;15.9475;3016.34;Petite
388;Saint-Yrieix-la-Perche;1;12;11;388;13817;463037818;1808851;1395.847742936556;83274;171744;0.0920060148515125;0.23667677225664627;-6.454545454545454;-26791.6;Petite
389;Bar-sur-Aube;1;12;43;389;13139;515995991;267650;1250.309783698286;11745;3439;0.0;0.24521097074958348;-130.793488372093;327.4299999999999;Petite
390;Yssingeaux;1;12;9;390;14034;254037366;2028523;1518.3167160031046;3766;188467;0.045299249592728213;0.47426462449857776;9.464444444444446;11780.2;Petite
391;Blaye;1;12;13;391;14013;139452490;903534;1016.9965411203689;0;8723;0.0;1.318211858421048;7.685384615384615;14168.16;Petite
392;Semur-en-Auxois;1;12;54;392;13566;543622094;1726523;9506.900111194862;3247;54025;0.046858723774471846;0.2226240790874056;1.4387037037037038;-13713.57;Petite
393;Saint-Chély-d'Apcher;1;12;22;393;13721;628709294;1708088;3589.3753695908704;82952;41746;1.615771044090738;0.24369514034260262;-8.395454545454546;-21781.18;Petite
394;Auray;1;12;1;394;14155;7200021;260739;18.42027552101731;0;0;;19.659664881532983;203.07;86.34;Petite
395;Dives-sur-Mer;1;12;12;395;13094;86053903;1416183;4523.052287249364;8460;30818;0.11659637806995782;1.8181230570956923;5.7525;-1882.8099999999977;Petite
396;Valence;1;12;16;396;13613;169188573;859635;1484.3701979678438;2000;16838;0.2;0.7558934258450851;-6.445;-308.15999999999985;Petite
397;Sézanne;1;12;37;397;13275;498926620;1065578;4442.357652844869;2379;10236;0.0;0.21495551347095415;-21.222432432432434;10142.349999999999;Petite
398;Bagnères-de-Bigorre;1;12;21;398;13201;362524280;521944;1509.657302057214;3286;17273;0.05700902151283831;0.3751608789127548;231.28571428571428;-6672.38;Petite
399;Saint-Martin-de-Crau;1;12;1;399;13364;215054874;1665266;124.6083507931757;12752;12454;1.0239280552432952;0.6214227909105654;21.06;-19763.43;Petite
400;Gournay-en-Bray;1;12;21;400;13314;236396152;1725247;4417.039899742958;40236;41261;0.4347201618981625;0.5943690687520591;-2.280952380952381;-86082.06;Petite
401;Roye;1;12;35;401;13200;216461934;1345456;4748.53914201349;99885;6784;0.0;0.464806567656285;-22.440285714285718;13410.28;Petite
402;Le Cateau-Cambrésis;1;12;11;402;13230;121517026;480368;498.95920680865623;66;12205;0.0;0.8915745136385567;-47.950909090909086;-6560.429999999999;Petite
403;Aubigny-sur-Nère;1;12;16;403;13069;679006376;1034486;1527.7201335814202;3858;39278;0.035342616342982774;0.20685622021994696;-15.1175;-16463.85;Petite
404;Saint-Affrique;1;12;16;404;13036;511800296;1051628;2728.346644614164;898;25095;0.035007792317733835;0.17982359242822343;6.864375;33528.07;Petite
405;Cogolin;1;12;2;405;13267;74084979;621709;148.84674638087347;2356;43041;0.06359468596528402;2.2776547101890388;2.6350000000000002;325.84;Petite
406;Condom;1;12;23;406;12786;421424267;2249616;4873.981059427241;15891;89858;0.126778420709437;0.21247805368050224;-2.247391304347826;-59185.26;Petite
407;Mazamet;1;12;4;407;12847;151151824;353434;220.36929496761013;0;6505;0.0;0.6261419365681727;2.9325;1781.8200000000002;Petite
408;Chamonix-Mont-Blanc;1;12;4;408;13296;349687808;902286;257.4686002798532;5383;29390;0.11670761975776277;0.47963749672648626;15.76;1131.7;Petite
409;Lillebonne;1;12;6;409;12828;45064733;599042;624.1352711770706;20000;6352;10.183299389002036;2.045576145783405;-1.3866666666666665;-1335.78;Petite
410;Gourdon;1;12;22;410;12663;377366602;1260935;2300.6397390867824;26543;19268;2.2919405975591567;0.2737969031548659;-0.11318181818181826;-31196.199999999997;Petite
411;Pouzauges;1;12;7;411;12811;169742307;790216;498.6071739970326;8239;17313;0.6838138710602301;0.685035061165853;-1.2114285714285713;13431.310000000001;Petite
412;Nyons;1;12;17;412;12524;306868419;783210;1147.958123842515;77794;26971;2.501113238025433;0.3473838263680594;-5.232352941176471;3720.58;Petite
413;Nogent-sur-Seine;1;12;19;413;12619;266850396;565187;1059.1209104580569;0;1641;0.0;0.39706201109348027;-151.73631578947368;-1135.4299999999998;Petite
414;Corte;1;12;34;414;12772;728462306;651110;3427.0022698313805;6981;39596;0.08851610939936855;0.11221120758480198;114.61205882352941;-3841.4400000000005;Petite
415;Tonnerre;1;12;38;415;12009;536015422;454708;1696.028302905604;800;62033;0.0;0.19069273645291904;-24.00236842105263;-4184.87;Petite
416;Digoin;1;12;8;416;12357;193749817;1001504;965.0600795238279;0;42731;0.0;0.5215205651356669;-8.73625;-5513.79;Petite
417;Givet;1;12;11;417;12155;89965263;997747;689.1344393738999;0;4025;0.0;0.9921078612462627;5.695454545454545;2349.18;Petite
418;Mortagne-au-Perche;1;12;25;418;12179;291134404;759107;2053.794433195282;13564;37318;0.08847681847968546;0.456055922547096;-269.4712;-1644.8;Petite
419;Aubusson;1;12;34;419;11999;620554344;1525368;5831.682405915373;0;104129;0.0;0.23168575869597313;22.841764705882355;-38918.340000000004;Petite
420;La Côte-Saint-André;1;12;8;420;12537;142202807;1815421;1295.7843613962782;35307;141026;0.5420196250028487;0.8987852360049848;5.55875;22299.07;Petite
421;Aire-sur-l'Adour;1;12;23;421;12274;295960851;2201251;5309.67317426747;5071;35542;0.0;0.28264976049212903;2.9465217391304352;3159.4900000000002;Petite
422;Hauts de Bienne;1;12;7;422;11996;224728169;699230;611.9203186592271;6401;11834;0.41174578669754275;0.6521568491258287;-75.00142857142858;-9224.41;Petite
423;Moûtiers;1;12;7;423;12042;206552375;465466;297.744244294871;2459;8287;0.22731263063601076;2.1270830214644367;-557.9057142857142;-720.7299999999998;Petite
424;Jarny;1;12;8;424;11988;74178865;318049;236.8056564732023;699;7676;0.0;1.2113188424181556;28.245;5315.26;Petite
425;Ribérac;1;12;24;425;11931;352772264;1447977;3620.1870112423703;0;57162;0.0;0.34335439103404247;5.562083333333334;-8134.08;Petite
426;Delle (partie française);1;12;8;426;12111;53625047;575383;457.9638171208194;3586;2765;0.0;1.8763359059149305;10.91625;1993.0700000000002;Petite
427;Embrun;1;12;12;427;12499;398012763;1012177;1512.030700315158;7815;68962;0.11402779903436983;0.32330211756655985;19.449166666666667;8406.02;Petite
428;Sully-sur-Loire;1;12;8;428;11735;269917224;1189318;1003.4459462037393;0;35234;0.0;0.531886817799512;-4.1137500000000005;7779.259999999999;Petite
429;Saint-Florentin;1;12;19;429;11700;292442096;517951;1021.1688759879873;1940;7679;0.0;0.3697652620478382;-15.851052631578948;-799.99;Petite
430;Calvi;1;12;15;430;12517;456855136;1841337;2010.4332818455962;44703;186482;0.06159600402305654;0.42232748007395504;18.758666666666667;1298.98;Petite
431;Guer;1;12;9;431;11961;174629135;1433224;1314.3054273859113;1900;101632;0.036165722250291535;0.6389352452779228;13.669999999999998;-1696.56;Petite
432;Vidauban;1;12;1;432;12693;76567850;1013144;79.8191128968723;0;56051;0.0;1.6577453853020556;23.61;254.01;Petite
433;Baugé-en-Anjou;1;12;1;433;11735;270223011;1132538;96.50941627609714;62033;68968;0.8994461199396822;0.43427093631193386;11.29;-2256.5;Petite
434;Nontron;1;12;19;434;11832;369344255;1090321;1886.969156629308;1035;29063;0.02288810260946484;0.29825450147479105;1.4068421052631577;29550.390000000003;Petite
435;La Souterraine;1;12;12;435;11329;317816029;1189557;1530.1014494627009;21221;19257;12.762510860536105;0.30721497334761294;-21.74;-9484.650000000001;Petite
436;Gueugnon;1;12;12;436;11451;333531890;606380;1140.7430429267686;234;16385;0.005029229711141678;0.36729611461997386;-9.8825;-34285.32;Petite
437;Beaurepaire;1;12;10;437;11818;123926941;1017640;994.8651942996541;18814;99488;1.12932743335386;0.8885894554929819;5.111;-5542.08;Petite
438;Valdahon;1;12;22;438;12105;221525210;979750;2791.185159768816;5514;12706;1.742730720606827;0.36360072836840246;15.866363636363637;22350.55;Petite
439;Marennes-Hiers-Brouage;1;12;3;439;11764;114499192;599713;177.10644979154247;943;57448;0.06755498244859946;1.4548944045923198;10.006666666666666;-34.98000000000013;Petite
440;La Réole;1;12;20;440;11775;130971157;951903;2465.0563891703932;7311;32066;0.8227537922987164;0.7703102342775633;-11.6955;3776.720000000001;Petite
441;Saint-Hilaire-du-Harcouët;1;12;8;441;11243;160528835;1411386;1186.2788013391519;13763;74445;0.11144215766054165;0.5169632191768374;-12.3;4751.63;Petite
442;Montbard;1;12;34;442;11069;528926372;805143;4122.815932266799;0;12503;0.0;0.18759630045360687;-30.376470588235293;-55487.11;Petite
443;Lodève;1;12;19;443;11588;385791711;973626;2682.6249364070404;1233;10499;0.029424398625429553;0.3401631270273877;21.39157894736842;276344.35;Petite
444;Le Pouliguen;1;12;3;444;10960;18260922;167993;52.21045300582306;0;1779;0.0;7.136845249581785;-51.71666666666667;-328.18;Petite
445;Pauillac;1;12;5;445;11474;131570664;600328;328.11386394732244;504;45566;0.00412135088723526;0.8452518354968083;11.978;1448.02;Petite
446;Tournus;1;12;14;446;11169;141703632;820279;1580.700100443164;671;27824;0.017251131221719455;0.6934830403458588;11.855;-973.1400000000002;Petite
447;La Châtaigneraie;1;12;10;447;11413;226644556;984356;842.321355608704;10604;42634;0.6346962328720248;0.6241561230564036;3.2816666666666663;-5910.99;Petite
448;Mirecourt;1;12;33;448;10568;184844938;518356;3618.308053655914;5261;29834;1.5031428571428571;0.44005012831643664;249.60909090909092;-4806.6;Petite
449;Sainte-Menehould;1;12;50;449;10895;630194085;1025135;5822.480983309235;0;13419;0.0;0.1772400126269808;-56.4394;-12314.98;Petite
450;Ham;1;12;13;450;10737;97446021;416692;616.6100249665947;0;33209;0.0;1.1076773266158406;2.0330769230769223;3807.3399999999997;Petite
451;Le Thillot;1;12;7;451;10448;146102763;557149;410.3755832242569;1339;27114;0.6100227790432802;0.8357713916143038;14.868571428571428;-6299.19;Petite
452;La Châtre;1;12;14;452;10572;238159472;1360605;2379.0950198245264;1211;43256;0.018146128026852074;0.7338213094085636;-8.884285714285713;4082.009999999998;Petite
453;Saint-Jean-de-Monts;1;12;2;453;10883;83155855;1405896;245.3196604093252;5000;40832;0.07127380545102065;1.2183319560634382;7.58;2223.2;Petite
454;Saint-Maixent-l'École;1;12;4;454;10914;64327306;423023;295.44088085784625;2367;6758;0.6197957580518461;3.927940124170439;187.715;-2249.14;Petite
455;Mimizan;1;12;5;455;10883;295301778;1686892;1185.7345975517767;3100;58014;0.07103361252457381;0.44404778679760015;9.336;10243.57;Petite
456;Bazas;1;12;18;456;10574;292965663;1666642;3649.948209556974;1423;79140;0.00687190631413739;0.3317243896938501;2.778888888888889;4296.5700000000015;Petite
457;Montrichard Val de Cher;1;12;7;457;10186;151637772;2176814;1960.5553050489425;1475;12045;0.0;0.7727848524112583;0.6328571428571428;-65987.2;Petite
458;Ciboure;1;12;2;458;10477;26830115;430580;94.96150971784259;0;22700;0.0;5.223825165199214;-34.115;1184.8;Petite
459;Saint-Rémy-de-Provence;1;12;2;459;10208;91514060;876267;159.0624946011575;12360;19853;0.3882153401595578;2.1869776232207228;16.665;10978.67;Petite
460;Saint-Pourçain-sur-Sioule;1;12;14;460;10231;222404375;1813175;2856.551749276734;10893;57033;0.13531895602871863;0.4240778074076762;-0.0749999999999998;-14100.53;Petite
461;Faulquemont;1;12;7;461;10120;58838313;579581;454.6110234020438;39676;8668;30.90031152647975;1.190363423310726;7.274285714285715;-390.5;Petite
462;Ernée;1;12;5;462;10110;188830389;1454704;866.6764404048564;9568;25695;0.733084199738754;0.5422920484075492;-2.782;13428.62;Petite
463;La Londe-les-Maures;1;12;1;463;11493;80028635;614442;53.462281388671364;6391;55992;0.11414130590084298;1.4361109620325274;118.55;60.2;Petite
464;La Tremblade;1;12;3;464;10665;95626087;1130772;325.2703495438046;3110;30307;0.06409860054823883;1.572479847626002;5.29;932.0999999999999;Petite
465;Vouziers;1;12;45;465;10004;483836555;867870;5224.835557260211;2094;21566;0.3132854578096948;0.16817386389312214;47.104000000000006;23526.410000000003;Petite
466;Guise;1;12;21;466;9848;205739080;906086;2306.4259015878665;60633;46001;0.0;0.41186465004192074;21.373809523809523;-18478.01;Petite
467;Le Vigan;1;12;20;467;10093;371350640;466769;1605.3233516610462;4079;20359;0.10137691626855111;0.49542932541991014;0.47099999999999936;-4669.6900000000005;Petite
468;Die;1;12;27;468;10456;622931389;595684;1589.0212903358747;3207;21749;0.028816065472301502;0.1478636797898083;88.90629629629629;6832.52;Petite
469;Rostrenen;1;12;10;469;10138;332666460;1502445;1392.9749001451469;35084;29682;6.695419847328244;0.3981929087738757;3.341;9492.079999999998;Petite
470;Mamers;1;12;21;470;9913;191565805;455328;2090.976898924473;6524;11461;2.4601941747572815;0.711847112580646;-16.153809523809525;-2554.92;Petite
471;Bort-les-Orgues;1;11;11;471;9622;243865263;809036;1358.4478968954747;30122;31853;5.118226407741471;0.5054403760963481;-11.702727272727271;8744.36;Petite
472;Montdidier;1;11;23;472;9591;143381146;303382;881.9236931518849;11047;17617;0.16535833935492347;0.4705108178534286;61.03217391304348;882.9899999999998;Petite
473;Migennes;1;11;4;473;9859;99812231;192708;170.45584744490804;0;0;;1.567423190994856;-16.660000000000004;5747.63;Petite
474;La Guerche-de-Bretagne;1;11;11;474;9749;160730838;747835;1060.0244296226601;0;40170;0.0;0.7998352655514348;-7.882727272727272;4248.78;Petite
475;Rambervillers;1;11;15;475;9628;185867553;609038;1203.758052016953;3642;7517;0.5133724622539078;0.4427770525877668;-8.575333333333333;640.1800000000003;Petite
476;Merville;1;11;1;476;9692;27124574;352780;36.39909203466777;9;16388;0.000549182328533073;3.57314367407208;45.56;-575.54;Petite
477;Le Mené;1;11;6;477;9696;263901913;1315657;844.1463013219036;1323;54855;0.01063624523660219;0.36924709049165383;0.9883333333333333;30417.05;Petite
478;Saint-Éloy-les-Mines;1;11;15;478;9416;289254088;982137;1934.6877154079584;2156;19356;0.055025078952257105;0.3553354399520157;-47.16866666666667;-5207.41;Petite
479;Joinville;1;11;31;479;9404;320919722;654896;3394.435383004699;0;31179;0.0;0.2855347446533682;-68.07709677419355;-432.61999999999944;Petite
480;Les Andelys;1;11;7;480;9540;78824658;428389;435.10975265538946;1522;0;;0.7274541467295708;-5.472857142857143;-2620.6899999999996;Petite
481;Sainte-Marie-aux-Mines;1;11;4;481;9351;103449007;295970;141.66534678898424;2147;10288;0.3718149350060734;0.8868021511200459;2.8449999999999998;-1046.1;Petite
482;Saint-Valery-en-Caux;1;11;17;482;9428;109352549;1507744;4915.76599447429;2000;63826;0.03995844321905218;0.7078362808747279;1.6129411764705874;-10287.990000000002;Petite
483;Hagetmau;1;11;16;483;9417;193246058;1223682;2315.6045124975158;2015;91935;0.006457919364143324;0.3864474606206225;-0.21125000000000016;5075.789999999999;Petite
484;Neufchâtel-en-Bray;1;11;15;484;9276;140165968;617554;1307.4626677863012;9432;38031;0.20522100165141605;0.6395082311965494;1.4760000000000006;-1095.6100000000001;Petite
485;Mauléon-Licharre;1;11;21;485;9378;298504895;725527;2286.321214510329;4788;22744;0.03822936368842076;0.3836302994274582;6.706190476190476;-45998.76;Petite
486;Marvejols;1;11;10;486;9251;226936971;811181;1431.9977010433704;4025;21495;0.38294366656283;0.5461798174652771;-18.944;-7816.41;Petite
487;Melle;1;11;6;487;9088;152156405;1031154;833.5164459589312;44781;34019;0.7968636934673367;0.46862245236210476;1.765;-384.88;Petite
488;Confolens;1;11;14;488;9338;457787778;2306494;3618.576751153328;57066;143129;0.33754511186864206;0.22652565663369426;-0.13357142857142856;-64238.630000000005;Petite
489;Le Neubourg;1;11;13;489;9229;82983546;704719;1128.0472493022307;19224;7720;2.4346504559270516;1.010018709817507;2.348461538461536;473.53;Petite
490;Céret;1;11;3;490;9108;75957510;587410;291.6261639931082;944;39550;0.012432176157614707;0.8645413985350419;2.4466666666666668;-34.74000000000001;Petite
491;Bapaume;1;11;21;491;9041;124528467;471290;1381.7980794916634;0;5425;0.0;0.6975251263346463;-12.955714285714288;19799.670000000002;Petite
492;Saint-Tropez;1;11;3;492;8279;71416103;898488;346.5977690925672;39658;47536;0.6891343534067874;1.5913753069676158;-17.286666666666665;-6270.200000000001;Petite
493;Villedieu-les-Poêles-Rouffigny;1;11;11;493;8899;122126988;942699;1433.8965031947553;204;35486;0.008953258722843976;0.6588455621547401;-8.874545454545457;-13720.439999999999;Petite
494;Le Nouvion-en-Thiérache;1;11;12;494;8763;171922023;468308;886.9148686367843;36057;10235;0.03880597014925373;0.5223664253682281;14.298333333333332;-23858.18;Petite
495;L'Île-Rousse;1;11;12;495;9122;198902528;1384902;2405.9216414313896;22263;112385;0.2777974657580304;1.494033360913554;5.5616666666666665;3356.1000000000004;Petite
496;Mourenx;1;11;4;496;8131;52772404;447280;543.337077324965;0;3670;0.0;2.6548208805930797;-24.9375;2951.3;Petite
497;Soustons;1;11;2;497;9222;124861692;2413671;920.435312745363;7206;120419;0.04374112248242707;0.6522087815690965;11.620000000000001;1506.81;Petite
498;Craon;1;11;9;498;8609;158822797;1167024;1391.7825869066123;14628;56953;0.15829358770535243;0.4927049705877141;22.666666666666668;-4371.5599999999995;Petite
499;Égletons;1;11;14;499;8666;353063870;1510363;3035.438247279795;4198;52492;0.003043472967873099;0.30214337341427394;5.336428571428572;-2179.55;Petite
500;Poligny;1;11;22;500;8614;209972020;1005953;3692.893696991553;15167;32589;3.455249794760214;0.31970548770632295;6.954545454545456;16721.05;Petite
501;Bouzonville;1;11;12;501;8501;91550346;455786;834.8901998136816;16496;35997;0.6580501037178873;0.8059733341593077;-28.905833333333334;-3650.67;Petite
502;Saint-Palais;1;11;25;502;8843;272981168;1993451;6775.624302747467;11678;131936;0.03373538041857132;0.4119736445696289;1.5284;8672.78;Petite
503;Le Cheylard;1;11;20;503;8414;301480650;647243;1990.4810568539501;5963;23010;0.1882768678982388;0.30846309830030594;-102.34549999999999;-6792.4;Petite
504;Saint-Chamas;1;11;1;504;8617;26806428;334123;38.774863641638625;0;3036;0.0;3.214527500642756;14.93;383.81;Petite
505;Lagnieu;1;11;3;505;8602;49769753;521819;140.74014435975403;0;15764;0.0;1.354592823909481;69.33;7081.400000000001;Petite
506;Gramat;1;11;18;506;8527;307920365;810424;2250.7639069576867;6238;50079;0.01864092756394932;0.25365826175193423;3.2344444444444447;8714.13;Petite
507;Condé-en-Normandie;1;11;7;507;8132;106208535;1329752;1894.5123561514797;5407;139853;0.017129529140724666;0.4639281745478585;-40.114285714285714;3378.16;Petite
508;Farébersviller;1;11;3;508;8292;18594864;678701;223.3049560089501;0;10787;0.0;4.3810670654091295;-11.803333333333333;-4093.55;Petite
509;Baccarat;1;11;13;509;8265;128284048;297497;600.872164910327;1000;15131;0.024715768660405337;0.5845392011099675;8.080769230769231;22806.659999999996;Petite
510;Valgelon-La Rochette;1;11;13;510;8520;107692915;576600;1124.101888781801;0;29100;0.0;1.1352653293127033;28.767692307692307;18081.93;Petite
511;Bellac;1;11;11;511;8160;300769068;611568;1290.7281882612247;0;8851;0.0;0.28171274888855113;-10.775454545454545;-5865.91;Petite
512;Port-Saint-Louis-du-Rhône;1;11;1;512;8370;82264131;659122;78.74814814814815;0;4773;0.0;1.0174543751030447;13.08;-420.41;Petite
513;La Flotte;1;11;4;513;8506;37957107;421768;224.50196402072686;0;9288;0.0;2.5473271233735275;-55.5175;230.1700000000001;Petite
514;Bourbon-Lancy;1;11;12;514;8086;339884200;919591;2289.304037004972;0;22487;0.0;0.20194037264735068;-17.4875;-12698.220000000001;Petite
515;Mauriac;1;11;16;515;8204;328366282;793054;1934.4074662283567;10129;28020;0.058525626380321376;0.22876078175307565;60.210625;1219.0199999999995;Petite
516;Château-Arnoux-Saint-Auban;1;11;4;516;8258;84118372;199986;132.6440181055196;0;4851;0.0;1.0374934718686135;64.2625;-4481.530000000001;Petite
517;Bitche;1;11;10;517;8132;149683242;293742;330.7109845620083;1391;500;0.0;0.4388209647135173;-28.094;224.43000000000006;Petite
518;Argelès-Gazost;1;11;19;518;8238;175163921;612706;2380.5430064127027;0;31283;0.0;1.3655765949187588;-3.2042105263157894;8139.179999999999;Petite
519;Casteljaloux;1;11;14;519;8143;404302866;1480317;3447.596143154603;0;25253;0.0;0.21480926752922516;-0.9392857142857143;-23311.06;Petite
520;Le Pont-de-Beauvoisin;1;11;4;520;8232;34355911;703054;398.01229513084445;0;60332;0.0;4.550281171901059;44.405;2244.52;Petite
521;Souillac;1;11;11;521;8346;188762354;927039;1444.1143491223502;1957;16271;0.00038408779149519894;0.41957186800416707;2.6727272727272724;-365.21000000000004;Petite
522;Forcalquier;1;11;7;522;8268;184203732;645117;1657.4443827492812;0;11138;0.0;0.3718116372755583;21.717142857142857;40840.28;Petite
523;Saint-Jean-Pied-de-Port;1;11;22;523;7912;362117261;1280609;4306.173649059188;22577;73171;0.1433809302867803;0.5250356876459632;2.015454545454545;-5021.119999999999;Petite
524;Châtillon-sur-Chalaronne;1;11;5;524;8167;77012707;941089;630.7709200168442;2182;32179;0.0920363266746344;1.0258087329854706;9.719999999999999;7820.54;Petite
525;Saint-Méen-le-Grand;1;11;4;525;7937;118528554;1229306;855.6190621552316;6227;93501;0.038691198482357296;0.8743478861271192;-2.3725000000000005;-10747.77;Petite
526;Baud;1;11;2;526;8090;77566910;819747;229.3460769178488;5464;30548;0.5208781064271831;0.9609285080334968;8.905;3668.67;Petite
527;Dieuze;1;11;31;527;7726;290681600;959359;7588.534934266021;2500;15164;0.0;0.2653229992560104;137.11774193548385;-5406.36;Petite
528;Espalion;1;11;7;528;8192;203776041;438074;421.85183359117417;2510;9639;0.2593237416880294;0.36587104683892724;6.9542857142857155;2660.48;Petite
529;Bagnères-de-Luchon;1;11;44;529;7808;372946706;610026;4560.351233500579;0;15364;0.0;0.22757511326541;-88.41545454545455;-655.0599999999997;Petite
530;Gannat;1;11;8;530;7834;89789757;956110;1067.417546730758;46624;11381;2.169567240577013;0.5576355679558155;7.76375;9172.57;Petite
531;Châteauneuf-du-Faou;1;11;5;531;7779;218054220;544198;409.81047071329374;2010;26371;0.06379939692112363;0.3531683552334032;-4.76;-59574.93;Petite
532;Chauffailles;1;11;9;532;7663;101488353;571872;828.1694859596364;7268;42019;0.17833832261863866;0.6467048716624426;2.773333333333333;-7762.76;Petite
