AAV2020;LIBAAV2020;TAAV2017;TDAAV2017;NB_COM;AAV;pop20;surfcom2023;artif_total;artif_par_hab;art22act23;art22hab23;ratio_act_hab;densite_pop;mepart1420;artpop1420;categorie_taille
179;Guéret;1;14;72;179;48185;1461130100;4042446;6867.927699717469;18433;235440;0.27350875750016523;0.33885955385857747;-11.465;2001.3899999999994;Petite
180;Challans;1;14;12;180;50804;460570413;6844801;1717.0896898810079;117765;253999;1.0404359331197555;0.9677390922727264;13.56;9265.33;Petite
181;Pontarlier;1;14;54;181;50493;804484533;3708067;6340.545728456779;4031;121516;0.026189656437225626;0.5345819127919067;20.25339285714286;19459.13;Petite
182;Vendôme;1;14;57;182;46857;865380857;3152006;6142.4469388839;20073;100748;0.1333008418737345;0.5336919549102401;1.6421052631578952;-9184.41;Petite
183;Le Creusot;1;14;22;183;47010;386507775;1752410;1458.3551207797761;263;35894;0.002025946330193709;1.369158399128332;-9.070454545454545;-13464.88;Petite
184;Longwy;1;14;23;184;49126;195972444;1248663;888.7508954887954;5655;21113;0.7061688311688312;3.482121267759953;-11.210869565217392;-4635.95;Petite
185;Bagnols-sur-Cèze;1;14;30;185;47786;424307616;3304521;3178.0379295223734;19003;121929;0.12039289748996476;0.9754469235780291;12.129666666666667;5267.18;Petite
186;Granville;1;14;34;186;47954;332605960;4246713;4147.294768067306;13213;173502;0.07558556474902245;1.755720029011666;5.639411764705883;24903.98;Petite
187;Dinan;1;14;25;187;48483;304124653;4251285;2959.132309747928;24721;102848;0.6140958147768765;1.9191018827995259;13.104000000000001;2159.4100000000035;Petite
188;Redon;1;14;22;188;47464;598475022;5755313;2914.723865698116;44345;311275;0.17589685380918554;1.0194591999094964;16.070454545454545;-73769.92;Petite
189;Bressuire;1;14;19;189;47369;819824785;6762240;3509.3418134714602;85430;336760;0.23805336947436148;0.48014052824021275;-0.01631578947368426;-35474.93;Petite
190;Pierrelatte;1;14;17;190;47282;345186239;3624085;1565.7825740192718;17945;83758;0.8189086988879494;1.181717594362193;8.051764705882352;-8704.25;Petite
191;Sablé-sur-Sarthe;1;14;39;191;46233;810744613;5475187;6904.589094399755;102848;316136;26.159411644407577;0.53143483851851;-3.9751282051282057;9263.489999999998;Petite
192;Saint-Hilaire-de-Riez;1;14;13;192;48705;277418473;5566568;1858.0275626685573;59626;206419;0.6949694979735471;2.1442042013236136;17.432307692307692;8945.85;Petite
193;Verdun;1;14;103;193;44291;1246220107;1728520;6276.320340899851;41198;95071;0.09624637894633475;0.28301818398485645;28.294368932038832;-21420.559999999998;Petite
194;Issoire;1;14;53;194;45671;544303344;3114299;5363.750513050781;73348;254369;2.5412855545155306;0.8938406727636915;-78.85264150943397;7089.26;Petite
195;Saint-Gaudens;1;14;85;195;44930;752743380;5530731;12488.525465463534;41436;144005;0.27833111007703887;0.559670006537423;-29.880823529411764;-78195.58;Petite
196;Gien;1;14;29;196;43452;936443965;5687439;3489.3358890337363;767656;445814;0.32640194299440467;0.4069782729423693;-1.1724137931034482;-48928.77;Petite
197;Forbach (partie française);1;14;10;197;43653;71513618;1546585;463.15336521736276;19677;14758;0.5771125426297841;5.515080030872452;-13.143;-5940.92;Petite
198;Vire Normandie;1;14;20;198;42937;797850744;11509787;7162.480647895065;45620;505329;0.050347629631887304;0.3682666555300255;-16.044999999999998;-23084.71;Petite
199;Pamiers;1;14;52;199;44080;562132450;3551134;6658.039918104152;39605;63732;0.2864618766564195;0.7540343219613607;11.1475;-13043.03;Petite
200;Sète;1;14;1;200;44576;40693781;326072;7.314967695620962;0;0;;10.954007935512308;132.03;358.39;Petite
201;Cavaillon;1;14;6;201;42213;153372680;2325318;474.8109835379088;14555;65934;0.2950271354719341;2.7044122740732437;13.766666666666667;2904.2599999999998;Petite
202;Montaigu-Vendée;1;14;8;202;43798;357869645;5034841;907.831085640954;118737;120271;3.8432025952168147;1.1655875340103945;12.26625;-7323.409999999998;Petite
203;Romorantin-Lanthenay;1;14;29;203;41970;916983944;5327748;4019.525428170158;220716;155795;2.884298549609862;0.4115276295720935;6.8389655172413795;-21135.44;Petite
204;Fontenay-le-Comte;1;14;30;204;41174;589046509;3881932;2332.5124116947527;126040;161731;0.5957507288434477;0.6372066452490864;-0.2770000000000003;33524.28;Petite
205;Coutances;1;14;37;205;42034;491325972;4703952;4291.858077762315;163621;187150;0.5117669734034849;0.9244008870869901;1.2286486486486485;-64673.18;Petite
206;Tulle;1;14;43;206;39908;869407287;4588274;8314.940646141671;7584;146376;0.03194600955982292;0.41950533950274893;-4.573720930232558;19127.21;Petite
207;Pontivy;1;14;16;207;40605;552718913;3989085;2354.467380144366;7684;111335;0.1705348554567601;0.8517211556161621;3.306875;23154.47;Petite
208;Vierzon;1;14;20;208;39062;638389491;2620195;2077.0372497147696;157301;102614;0.7884939118323764;0.4527540845420135;34.26950000000001;-4084.74;Petite
209;Château-Thierry;1;14;52;209;39260;468676444;2686160;5120.4371956657615;28458;25009;0.2137920363111203;0.8253315845094635;6.9598076923076935;2113.8700000000013;Petite
210;Montbrison;1;14;27;210;38033;416697203;3362612;2987.7734341618625;155458;255066;0.7545093959291895;0.9807391433438993;-2.645185185185185;27043.7;Petite
211;Arcachon - La Teste-de-Buch;1;14;2;211;37345;185833588;1218304;57.008109093844624;0;9287;0.0;7.932696829914785;72.755;2516.09;Petite
212;Chemillé-en-Anjou;1;14;2;212;36919;520423318;2956003;150.1471202321713;5203;84451;0.057773798816021384;0.7242787302317488;-3.3050000000000006;-4907.860000000001;Petite
213;Brignoles;1;14;10;213;37567;346289707;3681299;937.9026447838725;14092;272507;0.021729052214216622;0.932498932516998;6.821000000000001;6346.0599999999995;Petite
214;Quimperlé;1;14;11;214;37227;310845221;2802044;954.8682646241052;9460;213399;0.019426404221913617;1.2480705465877404;10.950909090909091;-11861.89;Petite
215;Argentan;1;14;50;215;35841;775418742;4656995;10538.991231841354;45634;124195;0.5465018255991034;0.44845743886711914;-14.944199999999999;-11064.710000000001;Petite
216;Sedan;1;14;31;216;36207;361439595;1102110;1885.786045157633;24959;31461;0.811504521809455;1.007013635926145;-14.614062500000001;-5599.17;Petite
217;Thouars;1;14;26;217;35780;646518509;3619745;4093.5114302005113;98930;171437;0.48636522297948936;0.5377233628193724;-0.6742307692307689;57835.409999999996;Petite
218;Vitry-le-François;1;14;73;218;34832;843669114;2432504;8195.96418080549;28609;44000;0.1991895258523689;0.5862147635057221;-22.126575342465753;88016.78;Petite
219;Mayenne;1;14;27;219;35099;558328705;5893036;5868.560881759972;31156;376317;0.049438571390008755;0.7040605485270385;-0.9777777777777777;12046.739999999993;Petite
220;Fécamp;1;14;26;220;34524;164300280;1825258;2544.7345150900255;2964;17922;0.007918910357934749;1.6215548705978728;-15.99;11015.39;Petite
221;Noeux-les-Mines;1;14;8;221;34752;44932335;2067967;757.7995173095618;175935;14344;15.652097326706073;7.2037333651281195;7.793750000000001;-671.6;Petite
222;Beaucaire;1;14;5;222;35614;202707468;1539082;242.47384523722667;701;36065;11.683333333333334;1.4642026955147187;9.102;1017.9900000000002;Petite
223;Châteaudun;1;14;25;223;33982;698212947;1669760;1745.56113083811;39915;54701;1.7148327161481152;0.4818841213747848;-9.7736;-13845.93;Petite
224;Millau;1;14;23;224;34648;831308386;1847693;2540.8408256424923;21333;52722;0.04851328466161004;0.28773701479862174;16.096956521739127;15838.99;Petite
225;Thiers;1;14;19;225;33594;415432198;2164754;1584.3357678999155;7407;102658;0.03601877411161012;0.84722359678184;26.222105263157896;-39859.85;Petite
226;Figeac;1;14;59;226;34471;760490727;2945254;4869.287190766703;27134;86037;0.04070058822478238;0.39017716565732463;-47.57559322033898;1129.6099999999979;Petite
227;La Ferté-Bernard;1;14;37;227;33670;620342043;3397285;4827.552711135213;13325;112988;0.0;0.5328780797028542;-10.312162162162162;-16233.460000000001;Petite
228;Châteaubriant;1;14;20;228;33815;639173002;2478968;1981.6482363435694;20747;121573;0.11094767182763725;0.5197881318104077;16.326;15595.480000000001;Petite
229;Loudéac;1;14;22;229;33504;570919527;4796048;3638.0487235258834;61347;127546;0.7916147700399776;0.60834270665372;-7.797727272727273;-52259.759999999995;Petite
230;Bernay;1;14;36;230;32439;514125044;3838060;6816.826299800854;111847;144227;0.13138279430432273;0.7154048893424179;-2.258611111111111;-38452.7;Petite
231;Pornic;1;14;7;231;35833;198104714;3198625;678.4793620251276;8462;84884;0.11602453435035884;2.4034010165093664;30.557142857142857;6013.83;Petite
232;Caudry;1;14;17;232;31629;116564449;1026806;544.3452154110269;11307;27906;0.09755542324799496;2.3621556259472136;-25.76235294117647;2212.66;Petite
233;Sarlat-la-Canéda;1;14;45;233;31987;746106993;5232647;7944.1914200175415;21650;281989;0.05853236947100294;0.374624702378814;28.37177777777778;22212.5;Petite
234;Avranches;1;14;32;234;32679;310207447;3988365;5489.466585400663;25642;200740;0.15793382847921933;1.071301097566231;9.976875;-7840.869999999999;Petite
235;Berck;1;14;19;235;31673;192745228;1620706;2083.400187690832;70916;36515;0.8998248758187944;1.3575356563956043;0.7863157894736839;17815.26;Petite
236;Hazebrouck;1;14;11;236;32052;149290935;1438877;1040.3659925442487;2547;78532;0.016463059918557302;1.6358093473872428;12.306363636363637;-235.99999999999994;Petite
237;Pont-Audemer;1;14;34;237;31567;339839510;4025667;5705.140247296728;37433;108590;0.14175011262026366;0.8310450995666562;-0.9247058823529413;-860.7900000000006;Petite
238;Trouville-sur-Mer;1;14;35;238;32043;255805022;7463715;18154.127534555406;42839;563909;0.12004010668606163;1.4395493481124932;2.0397142857142856;-39821.08;Petite
239;Autun;1;14;42;239;31448;1064828261;1622478;3279.0421309073017;7435;28097;0.06377383300460224;0.2189870389873773;-475.3490476190476;-16184.44;Petite
240;Remiremont;1;14;12;240;31616;287926687;2299625;1048.397795586049;8789;94586;0.13375851147857015;1.269031928702115;7.120833333333334;17002.67;Petite
241;Parthenay;1;14;26;241;30434;542114902;3125587;3595.7663102879264;22629;134856;0.03428882611314436;0.7362492768902255;-4.8634615384615385;17364.920000000002;Petite
242;Noyon;1;14;38;242;30344;235389494;1060249;2168.0466529598934;31809;11693;0.0;1.1169099699492078;-2.6497368421052636;1020.8399999999999;Petite
243;Ambérieu-en-Bugey;1;14;15;243;31063;198345442;1483157;640.2519179636512;13207;40560;0.6277647560626158;1.843731028719531;16.137333333333334;11336.59;Petite
244;Château-Gontier-sur-Mayenne;1;14;19;244;30636;483871369;4280529;3803.6658387217585;39013;183717;0.591033595018456;0.4508844849688886;-12.224736842105264;-14821.550000000001;Petite
245;Villefranche-de-Rouergue;1;14;34;245;30288;788222794;2440625;3635.3831148640547;13984;94733;0.4372007055955391;0.33851493769113994;-5.247058823529411;-8437.87;Petite
246;Friville-Escarbotin;1;14;33;246;29907;246686295;2193879;2871.346666553189;37563;42119;1.1126888517365001;1.4374382221850126;1.1563636363636363;-19157.86;Petite
247;Étaples - Le Touquet-Paris-Plage;1;14;21;247;30556;176914258;1377115;1523.9118358894636;7738;56168;0.0;1.4346408485737443;90.57809523809523;9056.88;Petite
248;Eu;1;14;26;248;29010;225761302;1705170;2198.9818373138523;27251;55342;0.2935213710152432;1.347842646746344;-43.14846153846153;-40188.26;Petite
249;Sallanches;1;14;4;249;31556;174932279;1239417;237.20517978730996;13647;45979;0.6902367768756763;1.8735821775700328;55.195;-40618.11;Petite
250;Val de Briey;1;14;14;250;30040;152886397;581264;469.96012546343917;3672;7308;0.18576687116564417;3.5485463073748145;76.60357142857143;3380.0099999999998;Petite
251;Digne-les-Bains;1;13;34;251;30098;1250823182;1172535;2445.0980697004434;3720;22694;0.18200380142229972;0.23888153085701724;29.24970588235294;5771.360000000001;Petite
252;Nogent-le-Rotrou;1;13;25;252;28900;590364446;1832355;2591.0676930324494;2543;82089;0.010271213322759716;0.4970679509067669;-6.627200000000001;-264.64999999999964;Petite
253;Oloron-Sainte-Marie;1;13;44;253;29539;755413449;3231022;6470.409428041757;17804;73854;0.3054028398824625;0.6794897603389471;-14.549545454545454;13062.880000000003;Petite
254;Cosne-Cours-sur-Loire;1;13;30;254;28891;725002777;1995211;2115.769274364611;6301;121042;0.042317575984461335;0.4000320106741351;-32.19166666666667;21096.059999999998;Petite
255;Ploërmel;1;13;19;255;29567;478779764;3242820;1971.8128625490817;32910;168537;0.11711430232754139;0.696633994700838;-0.49789473684210567;-16689.39;Petite
256;Bruay-la-Buissière;1;13;2;256;29019;22821004;430115;32.99257489197163;0;31926;0.0;12.239678877133809;-17.740000000000002;-304.99;Petite
257;Guingamp;1;13;15;257;28876;262748959;2670245;1822.188810637903;47988;49976;2.2690927466834876;2.3017606541587026;4.9879999999999995;-3243.6600000000003;Petite
258;Segré-en-Anjou Bleu;1;13;6;258;28758;521104954;6249621;1981.0509547382244;94690;221872;0.334017946827445;0.4199420404275802;1.8033333333333335;22379.239999999998;Petite
259;Luxeuil-les-Bains;1;13;41;259;28056;481552421;1779817;3227.2435924899846;6370;161288;0.19998955098808985;0.5013765859555801;-30.867560975609756;73611.65000000001;Petite
260;Langres;1;13;77;260;27663;916583821;1624724;7899.954462920395;9393;36196;0.24075556340509707;0.2755027201456401;-62.346623376623384;-29311.69;Petite
261;Hendaye (partie française);1;13;3;261;29347;73296299;1091405;191.65478428141938;0;22995;0.0;6.661065268345169;68.53333333333333;1586.32;Petite
262;L'Aigle;1;13;32;262;27027;548554619;1853760;3547.5238231841117;7205;105650;0.07519459744710107;0.5785444619780754;22.3834375;11125.13;Petite
263;Aire-sur-la-Lys;1;13;15;263;26732;107196985;1741931;1642.1970753532846;43621;77783;0.6941634600654889;1.7758951959130835;-3.4586666666666663;1159.3300000000004;Petite
264;Romilly-sur-Seine;1;13;26;264;27315;320575606;1283787;1744.5255448166422;1061;31470;0.5953011567610691;0.6427711070169502;-12.591153846153846;-9702.029999999999;Petite
265;Bayeux;1;13;29;265;26810;238519492;2769671;6317.475668488075;129779;68113;3.2773268493205987;1.2421176941980296;18.761724137931033;-31969.920000000002;Petite
266;Biscarrosse;1;13;7;266;27748;720933733;5693049;2377.986739932069;75582;162459;0.20732100443963306;0.30677795725058205;6.507142857142857;19180.690000000002;Petite
267;Privas;1;13;24;267;27307;333397719;1459666;2078.2486547070716;0;100932;0.0;0.8958920690107689;12.8525;20516.87;Petite
268;Castelnaudary;1;13;34;268;27586;477305604;3675363;4430.761816570096;72409;102315;0.6364606118395676;0.46575287796811304;4.295000000000001;4478.679999999999;Petite
269;Miramas;1;13;1;269;26433;25783102;1122584;42.46903491847312;0;70750;0.0;10.252063541462157;35.12;483.34;Petite
270;Pithiviers;1;13;27;270;26161;386070153;3525099;5890.615908532666;24024;94125;0.3130156535568075;0.9683557702787117;-15.547407407407409;53577.11;Petite
271;Biars-sur-Cère - Saint-Céré;1;13;49;271;26057;669570555;2553056;6296.282981781192;70494;115885;0.13908359676890295;0.6132497304107417;3.0034693877551017;-13734.54;Petite
272;Pleyben - Châteaulin;1;13;18;272;25644;531161207;2400415;1646.1469890374922;16044;46023;0.8119432505626554;0.5873497919357198;-13.756111111111112;-4152.71;Petite
273;Chauny;1;13;23;273;25247;191090787;1068413;1213.8120730634444;8628;21922;0.15777924072854949;1.145973946661105;-136.57956521739132;-3898.4399999999996;Petite
274;Pont-à-Mousson;1;13;16;274;25931;163806118;1659603;1644.168079243384;893;8201;0.6922480620155039;1.6598208371292433;-3.810624999999999;-12988.85;Petite
275;Apt;1;13;18;275;24714;472134016;2288923;2178.0204804725668;13019;116623;0.056055354113633465;0.45037961789680064;15.305555555555555;-72299.39;Petite
276;Gray;1;13;63;276;25073;801618989;1405238;3835.8994288814806;13611;44582;0.12254817753352865;0.3371708843249677;-165.3369841269841;-11490.32;Petite
277;Péronne;1;13;52;277;24692;403906842;1324608;4039.7211914409154;30807;33829;1.3416134913400182;0.5132693398677524;-281.49346153846153;-21961.609999999997;Petite
278;Mende;1;13;31;278;25497;1113443059;2086333;4602.160485098069;37233;61728;0.4809842193449342;0.2575214837527422;3.14258064516129;4152.7;Petite
279;Avallon;1;13;74;279;24482;1095579982;3865913;11093.085252228206;55582;29892;0.2513475694843136;0.23460366492763812;-0.53054054054054;-58010.98;Petite
280;Creutzwald;1;13;8;280;24637;65453404;1004937;305.3475297858935;27;11188;0.002115987460815047;3.9167039933443473;-0.6387500000000002;666.7099999999999;Petite
281;Foix;1;13;38;281;24977;435404352;1502850;2781.4123675614073;2785;43000;0.0850345043355342;0.6382461221344773;26.468684210526316;5777.4800000000005;Petite
282;Lourdes;1;13;45;282;24801;295208273;1121764;2949.4774464631205;9941;42770;0.3888273329258748;0.6765556805917152;27.898222222222223;-680.2199999999998;Petite
283;Tergnier;1;13;14;283;24674;102713716;510664;468.6457260201023;16114;0;;1.877480827532219;-112.22071428571428;-7907.08;Petite
284;Saint-Girons;1;13;70;284;24630;997529632;1740261;4955.974591613113;19456;31335;1.8149219973544077;0.3055953586102217;5.880571428571429;-8226.569999999998;Petite
285;Saint-Jean-de-Maurienne;1;13;26;285;24144;468545629;1649435;2433.5261862339207;12975;58241;2.1098100248600873;0.9017212008312975;-0.9226923076923076;103135.62;Petite
286;Belley;1;13;31;286;24558;337182873;2855662;6010.838082631143;219;83026;0.03395348837209302;0.709587685397113;-4.39258064516129;-122619.86;Petite
287;Fourmies;1;13;7;287;23721;135719145;791231;289.4969318567019;0;29543;0.0;1.7183348639894163;-33.51;-2825.89;Petite
288;La Flèche;1;13;11;288;23979;345756683;2776560;1517.6086515564089;20621;124059;0.10161016647785112;0.4995739403930733;0.5809090909090907;-51382.869999999995;Petite
289;Landivisiau;1;13;12;289;24077;234583768;2823440;1364.747277458442;82611;157287;0.6078678304533159;1.0290733056358878;-171.59083333333334;9136.3;Petite
290;Briançon;1;13;15;290;22820;844482986;971289;912.4491071775584;7565;43000;0.47773032513311536;0.4904702936898016;8.864666666666666;-4975.2300000000005;Petite
291;Lure;1;13;33;291;23481;287738631;1848737;3125.050351771584;9651;109886;0.3030816089525265;0.6922139648593402;11.652424242424244;-115020.4;Petite
292;Paimpol;1;13;13;292;23528;206309239;2611893;1651.1321078720803;10131;52765;0.7583718887007159;1.0608228162339322;5.914615384615384;18987.100000000002;Petite
293;Saint-Pol-sur-Ternoise;1;13;72;293;23164;415938851;1910625;6463.8005922604725;5059;61647;0.17163772270660632;0.5308557428333072;112.97874999999999;-13706.950000000003;Petite
294;Chinon;1;13;20;294;23429;370811799;2205862;1879.1485961552685;13992;152904;0.07259579638182882;0.6337459482645345;1.3035;-22254.53;Petite
295;Saint-Marcellin;1;13;17;295;23369;222648222;1645130;1473.8084484996207;24543;154944;0.1496319476651751;1.3424172601351636;9.698235294117648;1848.9500000000012;Petite
296;Roscoff - Saint-Pol-de-Léon;1;13;9;296;23075;156932895;3739105;1661.8887602986435;9828;62815;0.28265562406111366;1.79907246819803;6.656666666666667;5924.369999999997;Petite
297;Vittel - Contrexéville;1;13;72;297;22483;726529198;2448840;8747.3857682124;25056;60703;0.9769923551332965;0.2577975519487439;-0.011805555555554466;-31242.85;Petite
298;Porto-Vecchio;1;13;10;298;22601;724780532;7678152;3227.689822360127;28636;175723;0.1185074058969896;0.2727071627910112;9.065999999999999;84985.84;Petite
299;Yvetot;1;13;15;299;22399;123666145;1976189;1796.8406535246324;2078;39520;0.1922694243373022;2.0184457758268235;12.017333333333333;4915.61;Petite
300;Saint-Amand-Montrond;1;13;36;300;22775;718111070;2185887;6498.911582598956;73416;81294;2.4774285190615832;0.41401806514290146;-1.4188888888888895;-3627.5699999999993;Petite
301;Le Luc;1;13;5;301;22958;225359754;1948187;477.81331345217484;8785;74505;0.0808894618111505;1.01070066195345;14.178;-2321.64;Petite
302;Capbreton;1;13;6;302;23849;105626164;2695757;897.6232851046997;5159;100787;0.1099751184291493;2.4660917603576946;14.166666666666666;3356.01;Petite
303;Somain;1;13;5;303;22064;39599444;783323;270.20715720479535;87;14310;0.005044648034326801;4.741786173974035;2.7660000000000005;-25281.120000000003;Petite
304;L'Isle-sur-la-Sorgue;1;13;4;304;23166;89612223;1154483;241.84183903013877;0;28591;0.0;1.6752501105250164;341.33750000000003;-1541.6699999999998;Petite
305;Carhaix-Plouguer;1;13;18;305;22248;571695909;2664055;2406.4659951478434;24682;104051;0.7324338418761818;0.45211013561733615;-5.164444444444445;-32400.44;Petite
306;Gaillac;1;13;14;306;22632;286661952;2099660;1355.5840403688092;179100;54413;1.1592478096077221;0.5017147346210767;25.76928571428571;15545.57;Petite
307;Neufchâteau;1;13;72;307;22304;837990427;1665941;5349.235022413475;6188;89590;0.01893257398692613;0.2284093660325533;-11.960833333333333;32362.82;Petite
308;Hirson;1;13;26;308;21391;360104715;793312;1494.5180729469964;515;18412;0.0;0.49552445632307546;-12.338461538461539;-1297.9499999999996;Petite
309;Ussel;1;13;38;309;21186;909860717;2673509;6559.53390591912;103512;96609;0.2420780212858661;0.18904479693228365;3.4286842105263164;23178.56;Petite
310;Orthez;1;13;26;310;21486;302942650;2232110;4352.9695205092785;40308;75763;0.0382838392035038;0.5485657274513407;-2.4646153846153847;3341.8299999999986;Petite
311;Luçon;1;13;13;311;21481;279358134;1780455;1361.9116145472017;54569;63348;3.225407940472595;0.7301650091750731;15.168461538461539;18977.24;Petite
312;Lannemezan;1;13;65;312;21370;508750409;2494728;11566.914785470753;18578;75893;0.2999427125388301;0.38565307581584357;10.877999999999998;325288.66;Petite
313;Morteau;1;13;21;313;21727;264054208;1418950;2505.772203610525;11370;42210;0.6796875;0.6910066217263003;8.545238095238096;7199.43;Petite
314;Bédarieux;1;13;26;314;21181;443428601;1106097;1732.4055890004768;23298;24786;1.9921253669615973;0.6844006560366966;-17.388076923076923;-11191.81;Petite
315;Saint-Jean-d'Angély;1;13;37;315;20755;425254429;1755555;2980.567277404555;0;100576;0.0;0.45243326777413967;-25.084324324324324;-12056.96;Petite
316;Le Grau-du-Roi;1;13;3;316;20596;204711522;649863;109.74333476406963;13624;0;;1.1197104707390009;27.183333333333337;-5777.62;Petite
317;Amnéville - Rombas;1;13;2;317;20532;21882463;943073;89.47581198791758;17486;1749;8.465980560320183;9.458447333124537;6.78;1298.82;Petite
318;Issoudun;1;13;20;318;19485;507206473;1782176;4653.270030305586;32807;23389;2.1300838043935117;0.3251090405097393;-19.6515;-40143.74;Petite
319;Saint-Claude;1;13;18;319;19376;310615624;502707;684.2147868805386;9140;27214;0.2393672742509952;0.5050929617137219;-477.26944444444445;-12966.76;Petite
320;Feurs;1;13;16;320;20399;227968638;2291310;2655.392013501247;175031;100391;2.240030015637386;0.8315240587437375;11.91375;13920.89;Petite
321;Évron;1;12;18;321;19602;500878227;2208558;3109.150290807933;865;20621;0.021244719520581587;0.3283532093476673;-2.178333333333333;14146.289999999999;Petite
322;Freyming-Merlebach (partie française);1;12;3;322;19793;26077812;360383;125.00840185202453;4236;5174;0.0;6.895738348139717;-89.37666666666667;3080.62;Petite
323;Saint-Flour;1;12;36;323;19820;957297473;2091010;5236.687684888141;79088;68977;0.9374746347402598;0.21586921874692055;-6.10361111111111;5390.240000000001;Petite
324;Brioude;1;12;39;324;19470;616694881;1773726;4924.744976947249;3895;87189;0.019405111911007293;0.3737044292904213;-243.78076923076924;-25930.030000000002;Petite
325;Uzès;1;12;18;325;19654;246296511;2815928;4979.082388477539;25642;233312;0.012944621131808774;0.70204350293057;-0.1288888888888886;-153727.67;Petite
326;Joigny;1;12;14;326;19135;271158055;749480;731.3591462247527;14455;12425;0.564427957828973;0.6114456621725027;-13.576428571428574;-8185.919999999999;Petite
327;Limoux;1;12;39;327;19319;400750998;1715096;3463.3234488875514;2983;87057;0.0;0.4186770542537566;-3.175641025641026;21963.319999999996;Petite
328;Loches;1;12;23;328;18507;590805183;1729073;2725.731591987407;17012;90805;0.2789003647917946;0.4808624831083892;-0.8639130434782608;-14862.76;Petite
329;Moissac;1;12;7;329;19480;227326085;1363395;679.4588672667819;0;14482;0.0;0.6098950713489095;3.1957142857142857;848.7400000000002;Petite
330;Decazeville;1;12;12;330;18200;184452085;664779;638.59280758493;17474;10979;1.347543846232283;1.1505230214227213;-116.96583333333332;-3121.6600000000003;Petite
331;Ambert;1;12;29;331;18198;612307996;1168511;1689.9256941332198;8965;88333;0.43894753165683786;0.2588496304973;-211.04965517241382;-3548.2799999999997;Petite
332;Mauges-sur-Loire;1;12;1;332;18083;194094477;1457598;80.60598352043355;9835;121153;0.08117834473764579;0.931659688595879;-14.92;-1363.54;Petite
333;Louhans;1;12;15;333;18006;249435435;2301734;2386.036902203273;0;67845;0.0;0.6543601875076537;-1.496;38861.77;Petite
334;Valréas;1;12;12;334;17845;235056671;880643;1106.3425777017837;7266;18802;0.463405005608525;0.5903410300998805;23.19583333333333;-15657.48;Petite
335;Tournon-sur-Rhône;1;12;9;335;18360;117745050;909891;839.3825502084532;2561;46193;0.06193587533829882;1.3399393294777213;17.183333333333334;28110.03;Petite
336;Paray-le-Monial;1;12;19;336;17778;362986667;2124038;3830.030854358915;18772;126924;0.45496196814832424;0.42841556903221106;-0.6694736842105267;-12070.359999999999;Petite
337;Chantonnay;1;12;10;337;17653;250414756;1600948;814.1650791988402;46741;56396;0.48414731236763003;0.7324264340187989;5.151;-5798.259999999999;Petite
338;Champagnole;1;12;43;338;17508;386608404;1662931;5993.4048575784755;14455;54275;1.0701066034942257;0.4038702335902761;-24.22232558139535;-42806.92;Petite
339;Revel;1;12;16;339;17549;217727424;2037068;2768.700623194706;2216;61687;0.030612742227542455;0.6051178452668371;0.6137500000000001;7821.9800000000005;Petite
340;Lavelanet;1;12;28;340;17168;333810619;851942;2217.8852983833845;0;18759;0.0;0.6539844626279658;3.3560714285714286;22589.059999999998;Petite
341;Bollène;1;12;2;341;17538;94866320;1419860;235.70960250101206;2640;56132;0.04592901878914405;1.729795119867716;2.2950000000000004;-882.7900000000001;Petite
342;Crest;1;12;17;342;17909;297152076;1054639;1211.6915887185748;5909;77629;0.10453610320987787;0.5506245316104976;47.13764705882353;5630.64;Petite
343;Sisteron;1;12;21;343;17325;572285303;1569509;2122.1392360496125;15122;57237;0.4403923627705048;0.29083721036393306;10.055238095238096;8419.34;Petite
344;Bourg-Saint-Maurice;1;12;9;344;17143;589557127;1362543;921.1149211013515;26507;27054;1.3584803165530657;0.33050864331596025;-6.027777777777778;-1933.1;Petite
345;Pézenas;1;12;8;345;16616;108389593;899420;497.5188633363023;17238;45354;0.5610591049421035;1.657556083616686;26.346249999999998;8346.34;Petite
346;Verneuil d'Avre et d'Iton;1;12;24;346;15797;390652833;1140376;2363.748536683643;0;17188;0.0;0.33914589030303316;-30.22125;-5947.9800000000005;Petite
347;Loudun;1;12;25;347;16788;438252055;1813670;2821.3444352158435;5230;67255;0.3750717154331612;0.3084597854674645;-1.374;-32099.43;Petite
348;Le Blanc;1;12;23;348;16400;702961227;1408707;2573.9688483109917;3046;42673;0.02502942678837142;0.2256819358750906;638.8373913043479;-33919.09;Petite
349;Sainte-Maxime;1;12;2;349;17796;120322606;934884;187.69885128593208;0;28317;0.0;1.296654317248491;40.525;532.09;Petite
350;Gérardmer;1;12;13;350;16398;269387560;1058242;1136.1241582936639;4908;65130;0.023785969813222386;0.46698223613329365;13.466923076923077;17409.829999999998;Petite
351;La Ferté Macé;1;12;17;351;16429;289896897;1625733;2563.514336338502;3032;131550;0.029336103117477974;0.4456061551200202;-11.837058823529413;-8230.14;Petite
352;Honfleur;1;12;11;352;16070;90437941;5207392;4681.294490812707;33952;334263;0.16996327302062908;1.655202669330462;5.449090909090909;-27189.36;Petite
353;Crozon;1;12;7;353;16060;195831243;1329455;594.9520811096158;169;56837;0.0009560662118280665;0.8576915628163648;-35.07285714285714;-2329.6499999999996;Petite
